molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class
CHEMBL1487321,COCC(C)NC(=O)CCS(=O)(=O)c1nc(-c2ccc(OC)cc2)cc(C(F)(F)F)n1,6720.0,6720.0,6720.0,5.172630726946174,intermediate
CHEMBL2004417,O=[N+]([O-])c1cc(/C=N/Nc2nc3ccccc3[nH]2)c(O)cc1O,6730.0,6730.0,6730.0,5.171984935776023,intermediate
CHEMBL1529601,CC1=NN(c2nc(-c3ccccc3)cs2)C(=O)C1,6750.0,6750.0,6750.0,5.170696227168975,intermediate
CHEMBL1794081,O=C(O)c1ccc([N+](=O)[O-])c2c1C(=O)c1ccccc1C2=O,6780.0,6780.0,6780.0,5.168770306132936,intermediate
CHEMBL1461824,COCc1n[nH]c2c1C(c1ccc(OC)cc1)C(C#N)=C(N)O2,6790.0,6790.0,6790.0,5.168130225719498,intermediate
CHEMBL1600360,Cc1ccc(Sc2ncnc3onc(C)c23)cc1,6800.0,6800.0,6800.0,5.167491087293763,intermediate
CHEMBL1596076,CCCOc1cccc(-c2nc3ccccc3c(=O)o2)c1,6810.0,6810.0,6810.0,5.166852888087215,intermediate
CHEMBL1577545,COc1cc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)ccc1OCC(=O)O,6850.0,6850.0,6850.0,5.164309428507575,intermediate
CHEMBL1597827,Nc1ccc(Nc2ccccc2N)cc1,6860.0,6860.0,6860.0,5.163675884293248,intermediate
CHEMBL1332048,CCOc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1OC,6940.0,6940.0,6940.0,5.158640529545146,intermediate
CHEMBL1471341,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(C)cc2)n1,6940.0,6940.0,6940.0,5.158640529545146,intermediate
CHEMBL1570673,COc1ccc(OC)c(C2C(C#N)=C(N)Oc3c2c(C)nn3-c2cccc(Cl)c2)c1,6940.0,6940.0,6940.0,5.158640529545146,intermediate
CHEMBL1573118,O=C(OC(c1ccc(NS(=O)(=O)c2ccccc2)cc1)(C(F)(F)F)C(F)(F)F)c1ccc([N+](=O)[O-])cc1,6970.0,6970.0,6970.0,5.15676722190199,intermediate
CHEMBL1425245,COC(CN(C(=O)CCl)C(C(=O)NC1CCCCC1)c1ccc(C)cc1)OC,7000.0,7000.0,7000.0,5.154901959985743,intermediate
CHEMBL1453503,Oc1nc(Nc2ccccc2)cc2cc(Br)ccc12,7000.0,7000.0,7000.0,5.154901959985743,intermediate
CHEMBL1540682,COC(=O)C1CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12,7000.0,7000.0,7000.0,5.154901959985743,intermediate
CHEMBL1582771,c1coc(-c2nnc(-c3ccco3)nn2)c1,7010.0,7010.0,7010.0,5.154281982033341,intermediate
CHEMBL1519313,O=C(O)CC1OCC=C2CN3CCC45C6=CC(=O)C(O)=C([N+](=O)[O-])C6=NC4C1C2CC35,7020.0,7020.0,7020.0,5.153662887870195,intermediate
CHEMBL1560706,CCOc1ccccc1C1C(C#N)=C(N)Oc2[nH]nc(CC)c21,7040.0,7040.0,7040.0,5.152427340857888,intermediate
CHEMBL1480171,O=[N+]([O-])/C(C(Cl)=C(Cl)Cl)=C(/Sc1ccccc1)N1CCCCC1,7050.0,7050.0,7050.0,5.151810883008601,intermediate
CHEMBL1489005,COc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1O,7080.0,7080.0,7080.0,5.149966742310231,intermediate
CHEMBL1386232,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccoc1,7090.0,7090.0,7090.0,5.149353764816933,intermediate
CHEMBL1583996,O=C(CSc1c2c(nc3cc(Cl)ccc13)CCCC2)NCc1ccco1,7140.0,7140.0,7140.0,5.146301788223825,intermediate
CHEMBL1459914,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccco1,7200.0,7200.0,7200.0,5.142667503568731,intermediate
CHEMBL1462257,N#CCn1c(CCl)nc2ccccc2c1=O,7200.0,7200.0,7200.0,5.142667503568731,intermediate
CHEMBL1558436,CCOc1cc(C2C(C#N)=C(N)Oc3[nH]nc(CC)c32)ccc1OCCN1CCOCC1,7200.0,7200.0,7200.0,5.142667503568731,intermediate
CHEMBL1567419,CS/C(=C\[N+](=O)[O-])Nc1ccc(OC(F)(F)F)cc1,7210.0,7210.0,7210.0,5.142064735280571,intermediate
CHEMBL1596996,CCCc1n[nH]c2c1C(c1ccc(Br)s1)C(C#N)=C(N)O2,7210.0,7210.0,7210.0,5.142064735280571,intermediate
CHEMBL1548695,COc1cccc(/C=C2\SC(=S)N(CCCC(=O)N(CCO)c3ccccc3)C2=O)c1,7220.0,7220.0,7220.0,5.141462802430361,intermediate
CHEMBL1523699,COC(=O)CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,7240.0,7240.0,7240.0,5.140261433802853,intermediate
CHEMBL1370471,CCCCCCCCCCOC(=O)C[n+]1c(COc2ccccc2C)n(C)c2ccccc21.[Cl-],7260.0,7260.0,7260.0,5.139063379299906,intermediate
CHEMBL1465945,Cn1c(=O)c([N+](=O)[O-])c(-n2cnc3ccccc32)c2ccccc21,7260.0,7260.0,7260.0,5.139063379299906,intermediate
CHEMBL496,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,7270.0,7270.0,7270.0,5.138465589140962,intermediate
CHEMBL3145018,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccccc1[N+](=O)[O-])C(C#N)C#N,7280.0,7280.0,7280.0,5.137868620686962,intermediate
CHEMBL1076559,Oc1ccc(Nc2nc(-c3ccc4ccccc4c3)cs2)cc1,7300.0,7300.0,7300.0,5.136677139879544,intermediate
CHEMBL1541973,O=C1C(Cl)=C(NCCN2CCCCC2)C(=O)c2ccccc21,7310.0,7310.0,7310.0,5.13608262304214,intermediate
CHEMBL1467760,Cc1cc(C(=O)CCl)c(C)n1CCc1ccc(Cl)cc1,7320.0,7320.0,7320.0,5.135488918941608,intermediate
CHEMBL1604205,CCOc1cc(CNc2ccc3c[nH]nc3c2)ccc1OC,7370.0,7370.0,7370.0,5.132532512140949,intermediate
CHEMBL1558874,O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccccc1F,7390.0,7390.0,7390.0,5.131355561605174,intermediate
CHEMBL3144975,Cc1[nH]n(-c2ccccc2)c(=O)c1C=C1C(=O)NC(=O)NC1=O,7390.0,7390.0,7390.0,5.131355561605174,intermediate
CHEMBL1342141,O=c1c(Cl)c(NCCCO)cnn1-c1nc2ccccc2[nH]1,7410.0,7410.0,7410.0,5.130181792020672,intermediate
CHEMBL1584428,Cc1n[nH]c2c1C(c1cccc(OC(=O)N3CCOCC3)c1)C(C#N)=C(N)O2,7440.0,7440.0,7440.0,5.128427064454121,intermediate
CHEMBL1344681,O=C(CSC1=NCCS1)Nc1nc(-c2ccccc2)cs1,7450.0,7450.0,7450.0,5.127843727251707,intermediate
CHEMBL51931,O=C1C(=O)c2ccccc2-c2ccccc21,7450.0,7450.0,7450.0,5.127843727251707,intermediate
CHEMBL1609405,CCCc1n[nH]c2c1C(CCC)C(C#N)=C(N)O2,7460.0,7460.0,7460.0,5.127261172527332,intermediate
CHEMBL1602314,CCOC(=O)c1c(NC(=O)CCl)sc(CN(C)C)c1-c1ccccc1.Cl,7500.0,7500.0,7500.0,5.1249387366083,intermediate
CHEMBL1538796,Cc1cc2nc(Sc3c([N+](=O)[O-])nc(C)n3Cc3ccccc3)[nH]c2cc1C,7560.0,7560.0,7560.0,5.121478204498794,intermediate
CHEMBL3208859,O=C(C/C=N\OCc1c(Cl)cccc1Cl)Oc1ccc(Cl)cc1Cl,7560.0,7560.0,7560.0,5.121478204498794,intermediate
CHEMBL1460750,CN(C(=O)c1cccc(COc2ccc(Cl)cc2Cl)c1)c1ccccc1,7590.0,7590.0,7590.0,5.11975822410452,intermediate
CHEMBL1580684,O=C(CN1C(=O)/C(=C2\SC(=S)N(CCS(=O)(=O)O)C2=O)c2ccccc21)Nc1cccc(Br)c1,7590.0,7590.0,7590.0,5.11975822410452,intermediate
CHEMBL602776,O=C(CCl)Nc1ccc(N2CCCCCC2)cc1,7620.0,7620.0,7620.0,5.118045028660399,intermediate
CHEMBL1417290,CCN(CC)c1ccc2oc(=O)c(C)nc2c1,7630.0,7630.0,7630.0,5.117475462045119,intermediate
CHEMBL1532588,O=C1N=NC2=C1c1c3ccccc3c(O)n1CC2,7630.0,7630.0,7630.0,5.117475462045119,intermediate
CHEMBL1565520,Cc1ccc(Cn2ncc(Cl)c(Cl)c2=O)cc1,7650.0,7650.0,7650.0,5.116338564846382,intermediate
CHEMBL1493700,Cc1nn(-c2cccc(Cl)c2)c2c1C(c1ccncc1)C(C#N)=C(N)O2,7710.0,7710.0,7710.0,5.112945621949043,intermediate
CHEMBL3196976,CC1=C(C)/C(=N\OS(=O)(=O)c2ccccc2)C=CC1=O,7720.0,7720.0,7720.0,5.112382699664264,intermediate
CHEMBL1403154,CC(C)=CCC1=C(OCC(=O)O)C(=O)c2ccccc2C1=O,7750.0,7750.0,7750.0,5.110698297493689,intermediate
CHEMBL3189457,C/C(CC(=O)Nc1ccccn1)=N\NC(=O)c1cccc(C)c1,7750.0,7750.0,7750.0,5.110698297493689,intermediate
CHEMBL1570760,O=c1c(Cl)c(Cl)cnn1Cc1ccccc1Cl,7780.0,7780.0,7780.0,5.109020403010311,intermediate
CHEMBL1347633,CC(CNc1ccccc1O)C(=O)O,7790.0,7790.0,7790.0,5.108462542327436,intermediate
CHEMBL1403143,O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccc(F)cc1F,7800.0,7800.0,7800.0,5.107905397309519,intermediate
CHEMBL1525064,Cc1ccc(-n2nnnc2CCl)cc1,7800.0,7800.0,7800.0,5.107905397309519,intermediate
CHEMBL2006893,COc1cc(OC)cc(C(=O)N/N=C(\C)CC(=O)Nc2ccccn2)c1,7810.0,7810.0,7810.0,5.1073489661227,intermediate
CHEMBL1547025,Cl.c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,7830.0,7830.0,7830.0,5.106238237942057,intermediate
CHEMBL1324674,Cc1ccc(SCc2n[nH]c3c2C(c2ccc(C)o2)C(C#N)=C(N)O3)cc1,7850.0,7850.0,7850.0,5.105130343254747,intermediate
CHEMBL1421433,O=[N+]([O-])c1cc([N+](=O)[O-])c(CCN2CCOCC2)c([N+](=O)[O-])c1,7890.0,7890.0,7890.0,5.10292299679058,intermediate
CHEMBL1530927,CCCc1n[nH]c2c1C(CCc1ccccc1)C(C#N)=C(N)O2,7930.0,7930.0,7930.0,5.100726812682396,intermediate
CHEMBL1585072,COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(Cc2ccccc2)c1C,7930.0,7930.0,7930.0,5.100726812682396,intermediate
CHEMBL1327934,COc1cc(NC(C)CCCN)c2ncccc2c1Oc1ccccc1.O=C(O)CCC(=O)O,7940.0,7940.0,7940.0,5.100179497572904,intermediate
CHEMBL1569472,Cc1oc2cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c2c1C(=O)c1ccc(Br)cc1,7960.0,7960.0,7960.0,5.099086932262331,intermediate
CHEMBL1419788,Cc1c(C(=O)NN)nn(-c2ccc(Cl)cc2)c(=O)c1C#N,8060.0,8060.0,8060.0,5.09366495819491,intermediate
CHEMBL1978549,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)c1cccc(F)c1,8060.0,8060.0,8060.0,5.09366495819491,intermediate
CHEMBL1452114,CCCCCc1cc(=O)oc2c(C(CCN3CCCC(C)C3)c3ccc(N(C)C)cc3)c(OC)cc(OC)c12,8080.0,8080.0,8080.0,5.092588639225414,intermediate
CHEMBL1341870,CC(C)c1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)s1,8120.0,8120.0,8120.0,5.090443970758825,intermediate
CHEMBL1410788,O=C(c1ccc(Cl)cc1)n1cnc2ccccc21,8130.0,8130.0,8130.0,5.089909454405932,intermediate
CHEMBL1541219,O=C(Oc1ccccc1C(=O)Nc1ccccc1)c1ccccc1Br,8130.0,8130.0,8130.0,5.089909454405932,intermediate
CHEMBL3209454,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)c1ccc(C)cc1,8130.0,8130.0,8130.0,5.089909454405932,intermediate
CHEMBL1411788,Cc1cc(C)c2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)CSc1nncn1C,8170.0,8170.0,8170.0,5.087777943467584,intermediate
CHEMBL1510262,CCCc1n[nH]c2c1C(c1ccc(O)c(OC)c1)C(C#N)=C(N)O2,8180.0,8180.0,8180.0,5.087246696328677,intermediate
CHEMBL1605867,O=C(Cc1ccccc1Cl)NC1(O)C(=O)c2ccccc2C1=O,8180.0,8180.0,8180.0,5.087246696328677,intermediate
CHEMBL1396209,Cc1ccc(C[n+]2c(-c3ccc(C)cc3)cc(-c3ccc(C)cc3)cc2-c2ccc(C)cc2)cc1.[O-][Cl+3]([O-])([O-])[O-],8200.0,8200.0,8200.0,5.086186147616283,intermediate
CHEMBL1326577,O=C(c1ccccc1)c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1,8230.0,8230.0,8230.0,5.08460016478773,intermediate
CHEMBL1523842,CC1C(=O)C(C)C(c2cc(Cl)ccc2O)NC1c1cc(Cl)ccc1O,8240.0,8240.0,8240.0,5.084072788302884,intermediate
CHEMBL1508896,Cn1cnc([N+](=O)[O-])c1S(=O)(=O)c1ccc(Cl)cc1,8290.0,8290.0,8290.0,5.081445469449727,intermediate
CHEMBL584269,Cl.Fc1ccc(Nc2nc(NCc3ccco3)c3ccccc3n2)cc1,8320.0,8320.0,8320.0,5.0798766737092755,intermediate
CHEMBL1359736,O=C(O)COc1ccc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)cc1,8330.0,8330.0,8330.0,5.079354998593212,intermediate
CHEMBL1301254,O=[N+]([O-])C(/C=C(/Cl)[N+](=O)[O-])=C(N1CCCCC1)N1CCCCC1,8340.0,8340.0,8340.0,5.078833949362261,intermediate
CHEMBL1599023,N#C[C@H]1[C@H](c2ccccc2)[C@](C#N)(C(=O)c2ccccc2)[C@@H]2C=Cc3ccccc3N21,8360.0,8360.0,8360.0,5.077793722560983,intermediate
CHEMBL1794196,CCc1ccc(C2C(C#N)=C(N)Oc3[nH]nc(CC(=O)OC)c32)cc1,8360.0,8360.0,8360.0,5.077793722560983,intermediate
CHEMBL1586980,CC(C)(C)NC(=O)CSc1ncnc2c1nnn2Cc1ccccc1Cl,8370.0,8370.0,8370.0,5.07727454200674,intermediate
CHEMBL1734894,COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1OC,8400.0,8400.0,8400.0,5.075720713938118,intermediate
CHEMBL1452938,COc1ccc(/C=C(/C#N)C(=O)Nc2ccc(O)cc2)cc1C(=O)O,8430.0,8430.0,8430.0,5.074172425375258,intermediate
CHEMBL1505902,Cc1nc2c(=O)n(C)c(=O)n(C)c2nc1Cl,8480.0,8480.0,8480.0,5.071604147743287,intermediate
CHEMBL1313693,O=[N+]([O-])C(/C=C(\Cl)[N+](=O)[O-])=C1N(Cc2ccc(Cl)nc2)CCN1Cc1ccc(Cl)nc1,8490.0,8490.0,8490.0,5.071092309756047,intermediate
CHEMBL1310030,CCC(=O)N(CC)C1=C(O)C(=O)c2ccccc2C1=O,8500.0,8500.0,8500.0,5.070581074285707,intermediate
CHEMBL1299266,CC(C)OC(=O)CN1C(=O)C(=O)c2ccccc21,8520.0,8520.0,8520.0,5.0695604052333,intermediate
CHEMBL1480059,COc1ccccc1/C=C/C1(C(=O)NC2CCCC2)CC(=O)N1c1ccc(C)cc1,8520.0,8520.0,8520.0,5.0695604052333,intermediate
CHEMBL1337591,CC(=O)NC1C(=O)N(CCN2CCOCC2)c2ccc(C)cc21,8530.0,8530.0,8530.0,5.069050968832477,intermediate
CHEMBL1407253,COc1cc(/C=C2/C(=O)N(c3ccc(C)c(C)c3)N=C2C)cc([N+](=O)[O-])c1O,8540.0,8540.0,8540.0,5.068542129310995,intermediate
CHEMBL1449794,Cc1ccccc1CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,8540.0,8540.0,8540.0,5.068542129310995,intermediate
CHEMBL1448592,CCCCCCCCCCCCCCCCn1cc[n+](C)c1.[Br-],8550.0,8550.0,8550.0,5.068033885271827,intermediate
CHEMBL1555858,O=C(Nc1ccccc1N(C(=O)c1ccco1)S(=O)(=O)c1cccs1)c1ccco1,8580.0,8580.0,8580.0,5.066512712151295,intermediate
CHEMBL1368065,COc1cc(Br)c(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)cc1OC,8600.0,8600.0,8600.0,5.065501548756432,intermediate
CHEMBL1381901,COc1cccc(N/C([S-])=C(/C(=O)c2ccc(OC(F)F)cc2)[n+]2ccccc2)c1,8620.0,8620.0,8620.0,5.064492734175287,intermediate
CHEMBL1344426,N#CCCN(C(=O)CCl)c1cccc(Cl)c1,8640.0,8640.0,8640.0,5.063486257521107,intermediate
CHEMBL1393844,CN(C)c1ccc2nsnc2c1[N+](=O)[O-],8640.0,8640.0,8640.0,5.063486257521107,intermediate
CHEMBL1359931,CCOc1ccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)cc1,8650.0,8650.0,8650.0,5.062983892535186,intermediate
CHEMBL3210668,Cc1ccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)cc1C,8650.0,8650.0,8650.0,5.062983892535186,intermediate
CHEMBL3212479,Clc1ccc(Sc2oc(/C=N/n3cnnc3)cc2Br)cc1,8650.0,8650.0,8650.0,5.062983892535186,intermediate
CHEMBL1364861,CC(C)c1n[nH]c2c1C(Cc1ccccc1)C(C#N)=C(N)O2,8670.0,8670.0,8670.0,5.061980902523789,intermediate
CHEMBL1441739,O=C(Cc1ccccc1)NC1(O)C(=O)c2ccccc2C1=O,8670.0,8670.0,8670.0,5.061980902523789,intermediate
CHEMBL2369166,COc1ccc(N/N=C(\C#N)C(=N)SCc2ccccc2)cc1,8670.0,8670.0,8670.0,5.061980902523789,intermediate
CHEMBL1299526,COc1cc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)c(C)cc1[N+](=O)[O-],8700.0,8700.0,8700.0,5.060480747381382,intermediate
CHEMBL1504283,O=C(Nc1ccc(F)cc1)c1nn(-c2ccccc2)c(=O)cc1Cl,8710.0,8710.0,8710.0,5.059981844992336,intermediate
CHEMBL1542863,CC(C)(C)c1noc2c1C(c1cccs1)C(C#N)=C(N)N2,8710.0,8710.0,8710.0,5.059981844992336,intermediate
CHEMBL1445606,Cc1ccc(SC(=O)c2c(C)noc2-c2cc(C)on2)cc1,8740.0,8740.0,8740.0,5.058488567365597,intermediate
CHEMBL1516772,N=c1c2c(-c3ccccc3)c(-c3ccccc3)n(Cc3ccco3)c2ncn1Cc1ccco1,8760.0,8760.0,8760.0,5.05749589383192,intermediate
CHEMBL3195920,O=[N+]([O-])c1cc(/C=N/c2cccc3c(O)cccc23)ccc1Cl,8760.0,8760.0,8760.0,5.05749589383192,intermediate
CHEMBL1380131,c1cc2c[nH]nc2cc1NC1CCCCCC1,8810.0,8810.0,8810.0,5.055024091587953,intermediate
CHEMBL1466445,CCC(C)N(CC(=O)Nc1cccc(C)c1C)C(=O)CCl,8810.0,8810.0,8810.0,5.055024091587953,intermediate
CHEMBL1424664,C#CCOC(=O)c1ccccc1C(=O)n1nnc2ccccc21,8840.0,8840.0,8840.0,5.053547734986926,intermediate
CHEMBL1517493,COc1ccc(/C=C/C(=O)c2ccncc2)c2ccccc12,8840.0,8840.0,8840.0,5.053547734986926,intermediate
CHEMBL3189876,C/C(CC(=O)Nc1ccccn1)=N\NC(=O)c1ccc(C)cc1,8840.0,8840.0,8840.0,5.053547734986926,intermediate
CHEMBL1369200,O=C(Nc1nc(-c2ccccc2)cs1)c1ccccc1NS(=O)(=O)c1ccc(F)cc1,8850.0,8850.0,8850.0,5.053056729302174,intermediate
CHEMBL1495412,[O-][N+]1=C2CCc3nonc3C2(O)C2CCCCC21N1CCOCC1,8850.0,8850.0,8850.0,5.053056729302174,intermediate
CHEMBL1383369,COc1cccc(Nc2c([N+](=O)[O-])cncc2[N+](=O)[O-])c1,8860.0,8860.0,8860.0,5.052566278112949,intermediate
CHEMBL1456937,COc1ccc(CN(C(=O)CSc2nnc(-c3ccccc3C)o2)c2ccc(F)cc2)cc1,8860.0,8860.0,8860.0,5.052566278112949,intermediate
CHEMBL1487834,CCOC(=O)C1=C(O)c2ccccc2C(=O)/C1=C\c1ccc(CC)cc1,8860.0,8860.0,8860.0,5.052566278112949,intermediate
CHEMBL3199919,CC(C)c1ccc(/C=N/NC(=O)c2nnn(-c3nonc3N)c2CSC2=NCCS2)cc1,8860.0,8860.0,8860.0,5.052566278112949,intermediate
CHEMBL1554411,Cc1cc(O)c(C(C)C)cc1/N=C\c1ccccc1O,8890.0,8890.0,8890.0,5.051098239029786,intermediate
CHEMBL1527341,CCCCCCCCCCOC(=O)C[n+]1c(COc2ccccc2OC)n(C)c2ccccc21.[Cl-],8910.0,8910.0,8910.0,5.050122295963125,intermediate
CHEMBL1373992,CN(Cc1ccc(Cl)s1)C(=O)CCl,8930.0,8930.0,8930.0,5.049148541111453,intermediate
CHEMBL1494713,CCCc1ccc(/C=C2\C(=O)c3ccccc3C(O)=C2C(=O)OCC)cc1,8950.0,8950.0,8950.0,5.048176964684088,intermediate
CHEMBL1561949,N#Cc1ncc(-c2ccc3c(c2)OCCOCCOCCOCCO3)nc1C#N,8970.0,8970.0,8970.0,5.047207556955907,intermediate
CHEMBL1532935,O=C1CC/[N+](=C\c2ccc(Cl)c(Cl)c2)[N-]1,8980.0,8980.0,8980.0,5.0467236633326955,intermediate
CHEMBL1560220,CCCc1n[nH]c2c1C(c1ccccc1OCC)C(C#N)=C(N)O2,9010.0,9010.0,9010.0,5.045275209020938,intermediate
CHEMBL594707,Nc1ccc2cn[nH]c2c1,9020.0,9020.0,9020.0,5.044793462458058,intermediate
CHEMBL1377938,COC(=O)c1ccccc1Sc1ncnc2onc(C)c12,9040.0,9040.0,9040.0,5.043831569524636,intermediate
CHEMBL1567760,Cc1nn(-c2ccccc2)c2c1C(c1ccccc1)C(C#N)=C(N)O2,9070.0,9070.0,9070.0,5.042392712939905,intermediate
CHEMBL1352564,Cc1cccc(C)c1-n1cccc1/C=C1\SC(=S)N(c2cccc(C(=O)O)c2)C1=O,9090.0,9090.0,9090.0,5.041436116778033,intermediate
CHEMBL1460909,CCCc1n[nH]c2c1C(c1cccc(OC)c1)C(C#N)=C(N)O2,9090.0,9090.0,9090.0,5.041436116778033,intermediate
CHEMBL1596475,CCOC(=O)c1ccc(Nc2cc3ccccc3c(O)n2)cc1,9120.0,9120.0,9120.0,5.0400051616715835,intermediate
CHEMBL52347,O=C1C=Cc2ccccc2C1=O,9130.0,9130.0,9130.0,5.039529222465701,intermediate
CHEMBL1426692,N#Cc1c(N2CCCCC2)nc(N)c2c(N)nc(SCC(=O)O)cc12,9140.0,9140.0,9140.0,5.039053804266169,intermediate
CHEMBL1567805,CC(=O)NCCn1c(SCC(=O)NCc2ccco2)nc2ccccc2c1=O,9170.0,9170.0,9170.0,5.0376306643299795,intermediate
CHEMBL1376311,N#Cc1c(O)nc(SCC(=O)N2c3ccccc3Sc3ccccc32)nc1-c1ccccc1,9180.0,9180.0,9180.0,5.037157318798758,intermediate
CHEMBL1378118,O=S(=O)(c1ccc(Cl)cc1)c1snnc1-c1ccccc1,9190.0,9190.0,9190.0,5.036684488613888,intermediate
CHEMBL1495048,O=C(Nc1cccc(OC(=O)c2ccc(Br)o2)c1)c1ccccc1,9200.0,9200.0,9200.0,5.036212172654444,intermediate
CHEMBL1439672,O=S(=O)(CCSc1ccccn1)c1nc2ccccc2s1,9210.0,9210.0,9210.0,5.03574036980315,intermediate
CHEMBL1520740,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2cccnc2)c([N+](=O)[O-])c1,9210.0,9210.0,9210.0,5.03574036980315,intermediate
CHEMBL600313,CCC(=O)N(C1=C(NC)C(=O)c2ccccc2C1=O)C(C)C,9210.0,9210.0,9210.0,5.03574036980315,intermediate
CHEMBL3192544,COc1ccc(CC(=O)N/N=C(/C)CC(=O)N(C)c2ccccc2)cc1,9230.0,9230.0,9230.0,5.0347982989740885,intermediate
CHEMBL1494202,Cc1c(C#N)c(NC(=O)CCl)n(Cc2cccs2)c1C,9250.0,9250.0,9250.0,5.0338582672609675,intermediate
CHEMBL1576130,Cc1cc(C)n(-c2ccc(NN=C(C#N)C#N)cc2)n1,9250.0,9250.0,9250.0,5.0338582672609675,intermediate
CHEMBL1465424,N#C/C(=C\c1cccc(O)c1)c1nc2ccccc2o1,9270.0,9270.0,9270.0,5.032920265855503,intermediate
CHEMBL1561505,Oc1ncc(O)c(O)n1,9270.0,9270.0,9270.0,5.032920265855503,intermediate
CHEMBL1389508,N#Cc1c(Cl)c(Cl)c2nnc(-c3ccc(Br)cc3)n2c1Cl,9300.0,9300.0,9300.0,5.031517051446064,intermediate
CHEMBL3191961,CCc1nnc(N/N=C/c2cc(Br)c(O)cc2O)n1N,9310.0,9310.0,9310.0,5.031050319018657,intermediate
CHEMBL1438154,Cc1ccc(NC(=O)c2cc(NC(=O)/C=C\C(=O)O)ccc2N2CCCCC2)cc1,9320.0,9320.0,9320.0,5.030584087646019,intermediate
CHEMBL1428095,CC(=O)Nc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,9360.0,9360.0,9360.0,5.028724151261895,intermediate
CHEMBL1462012,CCCc1n[nH]c2c1C(c1ccc(OCCN3CCOCC3)c(OC)c1)C(C#N)=C(N)O2,9370.0,9370.0,9370.0,5.028260409112222,intermediate
CHEMBL1978855,Cc1ccc(C)c(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,9370.0,9370.0,9370.0,5.028260409112222,intermediate
CHEMBL580340,Cc1cccc(Nc2nc(NCc3ccco3)c3ccccc3n2)c1.Cl,9370.0,9370.0,9370.0,5.028260409112222,intermediate
CHEMBL1315948,CCc1ccc(Nc2n[n+](-c3ccccc3)c(-c3c(Cl)cccc3Cl)s2)cc1.[Cl-],9380.0,9380.0,9380.0,5.027797161620935,intermediate
CHEMBL1502410,CC(C)(C)c1cc[n+](C2=C([N-]S(=O)(=O)c3ccccc3)C(=O)c3ccccc3C2=O)cc1,9390.0,9390.0,9390.0,5.027334407733889,intermediate
CHEMBL1308687,CCCCCCCCCCOC(=O)Cn1c(COc2ccccc2)[n+](C)c2ccccc21.[Cl-],9400.0,9400.0,9400.0,5.026872146400301,intermediate
CHEMBL1607696,O=Cc1sc(=O)n(Cc2cccc(C(=O)O)c2)c1Cl,9420.0,9420.0,9420.0,5.025949097207123,intermediate
CHEMBL1327965,CCOC(=O)CSc1nnc(NCC(=O)OC(C)C)c(O)n1,9440.0,9440.0,9440.0,5.025028005701931,intermediate
CHEMBL1470101,CC(c1ccc(O)cc1)(c1ccc(O)cc1)c1ccc(CCBr)cc1,9450.0,9450.0,9450.0,5.0245681914907365,intermediate
CHEMBL1577151,CC1=NN(c2ccc(S(=O)(=O)O)cc2Cl)C(=O)C1,9450.0,9450.0,9450.0,5.0245681914907365,intermediate
CHEMBL1408577,Cc1ccc(C(=O)c2coc3cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c23)cc1,9460.0,9460.0,9460.0,5.024108863598207,intermediate
