activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,normalized_smiles
6757751,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,CHEMBL1201862,CHEMBL3187596,6.15,=,=,EC50,nM,707.0,CHEMBL1741171,EC50,uM,0.707,707.0,6.1505805862031,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1
6776805,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,CHEMBL1201862,CHEMBL60718,6.15,=,=,EC50,nM,712.0,CHEMBL1741171,EC50,uM,0.712,712.0,6.147520006363143,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1
6761602,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)cc1C,CHEMBL1201862,CHEMBL1483627,6.14,=,=,EC50,nM,716.0,CHEMBL1741171,EC50,uM,0.716,716.0,6.145086977692145,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)cc1C
6761647,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1,CHEMBL1201862,CHEMBL1604350,6.14,=,=,EC50,nM,717.0,CHEMBL1741171,EC50,uM,0.717,717.0,6.1444808443322,Cc1ccc(CS(=O)(=O)c2ncc(Cl)c(C(=O)Nc3nnc(C(C)C)s3)n2)cc1
6772864,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1cc(-c2ccc(Br)cc2)[nH]n1,CHEMBL1201862,CHEMBL1501597,6.14,=,=,EC50,nM,718.0,CHEMBL1741171,EC50,uM,0.718,718.0,6.1438755557577,Oc1cc(-c2ccc(Br)cc2)[nH]n1
6769244,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)c(C)c1,CHEMBL1201862,CHEMBL1547301,6.14,=,=,EC50,nM,718.0,CHEMBL1741171,EC50,uM,0.718,718.0,6.1438755557577,Cc1ccc(Sc2ccc(NC(=O)CCl)cc2)c(C)c1
6753981,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12,CHEMBL1201862,CHEMBL1416184,6.14,=,=,EC50,nM,722.0,CHEMBL1741171,EC50,uM,0.722,722.0,6.141462802430361,O=[N+]([O-])c1c(NCCO)cc(Sc2nc3ccccc3s2)c2nonc12
6754018,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(NC(=O)Nc2ccc(O)c3ccccc23)cc1,CHEMBL1201862,CHEMBL1699978,6.14,=,=,EC50,nM,722.0,CHEMBL1741171,EC50,uM,0.722,722.0,6.141462802430361,COc1ccc(NC(=O)Nc2ccc(O)c3ccccc23)cc1
6772941,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)C1=C(c2ccccc2)O/C(=C(/C#N)C(F)(F)F)S1,CHEMBL1201862,CHEMBL1453212,6.14,=,=,EC50,nM,723.0,CHEMBL1741171,EC50,uM,0.723,723.0,6.140861702705469,CCOC(=O)C1=C(c2ccccc2)O/C(=C(/C#N)C(F)(F)F)S1
6757815,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C=C(Nc2ccccc2)c2ccccc2C1=O,CHEMBL1201862,CHEMBL299853,6.14,=,=,EC50,nM,723.0,CHEMBL1741171,EC50,uM,0.723,723.0,6.140861702705469,O=C1C=C(Nc2ccccc2)c2ccccc2C1=O
6772915,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3,CHEMBL1201862,CHEMBL1540795,6.14,=,=,EC50,nM,729.0,CHEMBL1741171,EC50,uM,0.729,729.0,6.137272471682025,CCc1nc(N2CCN(C(=O)CCl)CC2)c2c3c(sc2n1)CC(C)CC3
6754131,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccsc1,CHEMBL1201862,CHEMBL1399371,6.14,=,=,EC50,nM,731.0,CHEMBL1741171,EC50,uM,0.731,731.0,6.13608262304214,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccsc1
6769117,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(N/N=C1\C/C(=N\NC(=O)c2ccncc2)c2ccccc21)c1ccncc1,CHEMBL1201862,CHEMBL3191689,6.13,=,=,EC50,nM,732.0,CHEMBL1741171,EC50,uM,0.732,732.0,6.135488918941608,O=C(N/N=C1\C/C(=N\NC(=O)c2ccncc2)c2ccccc21)c1ccncc1
6769070,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl,CHEMBL1201862,CHEMBL1794266,6.13,=,=,EC50,nM,740.0,CHEMBL1741171,EC50,uM,0.74,740.0,6.130768280269024,CC1=NN(C)C(=O)C1Cc1c(F)cccc1Cl
6757920,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,CHEMBL1201862,CHEMBL1577004,6.12,=,=,EC50,nM,751.0,CHEMBL1741171,EC50,uM,0.751,751.0,6.124360062995832,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1
6750382,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCc1n[nH]c(O)c1C(c1cccc(Cl)c1)C(C#N)C#N,CHEMBL1201862,CHEMBL1489430,6.12,=,=,EC50,nM,755.0,CHEMBL1741171,EC50,uM,0.755,755.0,6.1220530483708115,CCCc1n[nH]c(O)c1C(c1cccc(Cl)c1)C(C#N)C#N
6761483,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cccc(-c2cc(O)[nH]n2)c1,CHEMBL1201862,CHEMBL1545034,6.12,=,=,EC50,nM,757.0,CHEMBL1741171,EC50,uM,0.757,757.0,6.120904120499928,COc1cccc(-c2cc(O)[nH]n2)c1
6757919,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,CHEMBL1201862,CHEMBL1307882,6.12,=,=,EC50,nM,760.0,CHEMBL1741171,EC50,uM,0.76,760.0,6.119186407719209,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1
6769296,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Nc1ccccc1)Nc1ccc(O)c2ccccc12,CHEMBL1201862,CHEMBL1730123,6.12,=,=,EC50,nM,762.0,CHEMBL1741171,EC50,uM,0.762,762.0,6.118045028660399,O=C(Nc1ccccc1)Nc1ccc(O)c2ccccc12
6753947,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1,CHEMBL1201862,CHEMBL1464853,6.12,=,=,EC50,nM,766.0,CHEMBL1741171,EC50,uM,0.766,766.0,6.115771230367396,O=C1C(Cl)=C(N2CCCCC2)C(=O)C(Cl)=C1c1cnc(N2CCCCC2)s1
6769147,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1c(/N=C2\C=CC(=O)c3ccccc32)c(=O)n(-c2ccccc2)n1C,CHEMBL1201862,CHEMBL3193639,6.12,=,=,EC50,nM,768.0,CHEMBL1741171,EC50,uM,0.768,768.0,6.114638779968487,Cc1c(/N=C2\C=CC(=O)c3ccccc32)c(=O)n(-c2ccccc2)n1C
6772877,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1,CHEMBL1201862,CHEMBL1558809,6.11,=,=,EC50,nM,772.0,CHEMBL1741171,EC50,uM,0.772,772.0,6.1123826996642645,Cc1ccc(N2C(=O)NC(=O)/C(=C/c3ccc(OC(=O)c4cccs4)cc3)C2=O)cc1
6769191,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2[nH]1,CHEMBL1201862,CHEMBL1390139,6.11,=,=,EC50,nM,774.0,CHEMBL1741171,EC50,uM,0.774,774.0,6.111259039317107,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Sc1nc2ccccc2[nH]1
6765513,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C1C=C(NCc2ccccc2)c2ccccc2C1=O,CHEMBL1201862,CHEMBL1451931,6.11,=,=,EC50,nM,774.0,CHEMBL1741171,EC50,uM,0.774,774.0,6.111259039317107,O=C1C=C(NCc2ccccc2)c2ccccc2C1=O
6750358,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cc(=O)n(-c2ccc(O)cc2)[nH]1,CHEMBL1201862,CHEMBL3145178,6.11,=,=,EC50,nM,774.0,CHEMBL1741171,EC50,uM,0.774,774.0,6.111259039317107,Cc1cc(=O)n(-c2ccc(O)cc2)[nH]1
6765450,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,CHEMBL1201862,CHEMBL600734,6.11,=,=,EC50,nM,776.0,CHEMBL1741171,EC50,uM,0.776,776.0,6.110138278741811,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O
6754041,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCN1C(=O)c2c(C)nc3ccccc3c2C1=O,CHEMBL1201862,CHEMBL1528844,6.11,=,=,EC50,nM,781.0,CHEMBL1741171,EC50,uM,0.781,781.0,6.1073489661227,CCN1C(=O)c2c(C)nc3ccccc3c2C1=O
6765490,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CCl)nc1C,CHEMBL1201862,CHEMBL1507407,6.1,=,=,EC50,nM,790.0,CHEMBL1741171,EC50,uM,0.79,790.0,6.102372908709558,CCOC(=O)c1sc(N(Cc2ccccc2)C(=O)CCl)nc1C
6776886,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1nc2ccccc2c2c1C(=O)N(C)C2=O,CHEMBL1201862,CHEMBL179794,6.1,=,=,EC50,nM,794.0,CHEMBL1741171,EC50,uM,0.794,794.0,6.100179497572904,Cc1nc2ccccc2c2c1C(=O)N(C)C2=O
6769151,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",C/N=C1\C(=O)c2ccccc2C(O)=C1N(C(C)=O)c1ccc(Br)cc1,CHEMBL1201862,CHEMBL3193835,6.1,=,=,EC50,nM,795.0,CHEMBL1741171,EC50,uM,0.795,795.0,6.0996328713435295,C/N=C1\C(=O)c2ccccc2C(O)=C1N(C(C)=O)c1ccc(Br)cc1
6765320,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC,CHEMBL1201862,CHEMBL1487851,6.1,=,=,EC50,nM,797.0,CHEMBL1741171,EC50,uM,0.797,797.0,6.098541678603888,COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC
6753992,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc2c(cc1OC)C(c1cc(Br)ccc1F)N(C(=O)CCl)CC2,CHEMBL1201862,CHEMBL1403980,6.1,=,=,EC50,nM,800.0,CHEMBL1741171,EC50,uM,0.8,800.0,6.096910013008056,COc1cc2c(cc1OC)C(c1cc(Br)ccc1F)N(C(=O)CCl)CC2
6765259,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21,CHEMBL1201862,CHEMBL1348813,6.09,=,=,EC50,nM,804.0,CHEMBL1741171,EC50,uM,0.804,804.0,6.094743951251549,O=C(Sc1nnc(-c2ccccc2)o1)N1c2ccccc2Sc2ccccc21
6761509,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O,CHEMBL1201862,CHEMBL3145109,6.09,=,=,EC50,nM,805.0,CHEMBL1741171,EC50,uM,0.805,805.0,6.094204119632131,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1cccc([N+](=O)[O-])c1)c1c(C)[nH]n(-c2ccccc2)c1=O
6769188,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cccc(C(c2c(C)nn(-c3ccccc3)c2O)c2c(C)nn(-c3ccccc3)c2O)c1OC,CHEMBL1201862,CHEMBL1409956,6.09,=,=,EC50,nM,810.0,CHEMBL1741171,EC50,uM,0.81,810.0,6.0915149811213505,COc1cccc(C(c2c(C)nn(-c3ccccc3)c2O)c2c(C)nn(-c3ccccc3)c2O)c1OC
6776806,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cc(/C=N/NC(=O)CC2(C)OCCCO2)ccc1OCc1ccccc1,CHEMBL1201862,CHEMBL3197333,6.09,=,=,EC50,nM,810.0,CHEMBL1741171,EC50,uM,0.81,810.0,6.0915149811213505,COc1cc(/C=N/NC(=O)CC2(C)OCCCO2)ccc1OCc1ccccc1
6757900,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(CCl)N(Cc1ccccc1)c1ccccc1,CHEMBL1201862,CHEMBL1567635,6.09,=,=,EC50,nM,813.0,CHEMBL1741171,EC50,uM,0.813,813.0,6.089909454405932,O=C(CCl)N(Cc1ccccc1)c1ccccc1
6776888,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)CCl)c1ccc(F)cc1,CHEMBL1201862,CHEMBL1486332,6.09,=,=,EC50,nM,816.0,CHEMBL1741171,EC50,uM,0.816,816.0,6.088309841246138,O=C(NC1CCCCC1)C(c1cccnc1)N(C(=O)CCl)c1ccc(F)cc1
6757727,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,CHEMBL1201862,CHEMBL3145155,6.08,=,=,EC50,nM,829.0,CHEMBL1741171,EC50,uM,0.829,829.0,6.081445469449727,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O
6773093,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1cc(-c2cccc3ccccc23)[nH]n1,CHEMBL1201862,CHEMBL1567226,6.08,=,=,EC50,nM,834.0,CHEMBL1741171,EC50,uM,0.834,834.0,6.078833949362261,Oc1cc(-c2cccc3ccccc23)[nH]n1
6772872,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O,CHEMBL1201862,CHEMBL1480387,6.07,=,=,EC50,nM,845.0,CHEMBL1741171,EC50,uM,0.845,845.0,6.073143291050307,CCOC(=O)CNc1nnc(SCC(=O)OCC)nc1O
6757747,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12,CHEMBL1201862,CHEMBL1325021,6.07,=,=,EC50,nM,846.0,CHEMBL1741171,EC50,uM,0.846,846.0,6.0726296369609765,COc1ccccc1N(C(=O)CCl)c1cn(C(C)=O)c2ccccc12
6765399,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1nc2ccccc2c2c1C(=O)N(C(C)C)C2=O,CHEMBL1201862,CHEMBL1309241,6.07,=,=,EC50,nM,851.0,CHEMBL1741171,EC50,uM,0.851,851.0,6.070070439915412,Cc1nc2ccccc2c2c1C(=O)N(C(C)C)C2=O
6765467,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,CHEMBL1201862,CHEMBL566068,6.07,=,=,EC50,nM,852.0,CHEMBL1741171,EC50,uM,0.852,852.0,6.0695604052333,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1
6765373,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,CHEMBL1201862,CHEMBL3145176,6.07,=,=,EC50,nM,856.0,CHEMBL1741171,EC50,uM,0.856,856.0,6.0675262353228465,Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O
6761558,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(Nc1ccccc1)NN(C(=O)CCl)c1ccccc1,CHEMBL1201862,CHEMBL1478578,6.07,=,=,EC50,nM,861.0,CHEMBL1741171,EC50,uM,0.861,861.0,6.064996848546345,O=C(Nc1ccccc1)NN(C(=O)CCl)c1ccccc1
6769092,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1,CHEMBL1201862,CHEMBL1349727,6.06,=,=,EC50,nM,862.0,CHEMBL1741171,EC50,uM,0.862,862.0,6.064492734175287,O=C(C1=C(c2ccccc2)C(=O)c2ccccc2C1=O)c1ccccc1
6773039,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1,CHEMBL1201862,CHEMBL1571123,6.06,=,=,EC50,nM,880.0,CHEMBL1741171,EC50,uM,0.88,880.0,6.055517327849831,Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3)ncc2Cl)cc1
