molecule_chembl_id,canonical_smiles,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,bioactivity_class,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1405490,CCOc1ccc2c(c1)C(NC(C)=O)C(=O)N2CCN1CCOCC1.Cl,12600.0,12600.0,12600.0,4.8996294548824375,inactive,,,Small molecule,MOL,CCOc1ccc2c(c1)C(NC(C)=O)C(=O)N2CCN1CCOCC1.Cl,APOMKGGHRZWUJF-UHFFFAOYSA-N,383.88,0.94,71.11,5.0,1.0,6.0,1.0,
CHEMBL1466804,CCOC(=O)c1c(CCl)nc2ccccc2c1-c1ccccc1,12600.0,12600.0,12600.0,4.8996294548824375,inactive,,,Small molecule,MOL,CCOC(=O)c1c(CCl)nc2ccccc2c1-c1ccccc1,ALIAVAGSVSBXQU-UHFFFAOYSA-N,325.80,4.82,39.19,3.0,0.0,4.0,3.0,
CHEMBL1309737,CCOC(=O)c1c(N=C(S)N2CCCCC2)sc2c1CCN(C(=O)OCC)C2,12700.0,12700.0,12700.0,4.896196279044043,inactive,,,Small molecule,MOL,CCOC(=O)c1c(N=C(S)N2CCCCC2)sc2c1CCN(C(=O)OCC)C2,OQPVBCGGPSUTIR-UHFFFAOYSA-N,425.58,3.84,71.44,6.0,1.0,4.0,1.0,
CHEMBL1347560,O=C(Oc1ccc(-n2cnnn2)cc1)c1ccco1,12700.0,12700.0,12700.0,4.896196279044043,inactive,,,Small molecule,MOL,O=C(Oc1ccc(-n2cnnn2)cc1)c1ccco1,YKWCPKVUVRKKEX-UHFFFAOYSA-N,256.22,1.47,83.04,7.0,0.0,3.0,3.0,
CHEMBL1430331,CC1=NNC(=O)C1C(c1cccc(O)c1)C(C#N)C#N,12700.0,12700.0,12700.0,4.896196279044043,inactive,,,Small molecule,MOL,CC1=NNC(=O)C1C(c1cccc(O)c1)C(C#N)C#N,UZUDAODOFGXTHK-UHFFFAOYSA-N,268.28,1.26,109.27,5.0,2.0,3.0,1.0,
CHEMBL1463755,O=C(CCCN1C(=O)/C(=C\c2cccs2)SC1=S)Nc1ccc(O)cc1C(=O)O,12700.0,12700.0,12700.0,4.896196279044043,inactive,,,Small molecule,MOL,O=C(CCCN1C(=O)/C(=C\c2cccs2)SC1=S)Nc1ccc(O)cc1C(=O)O,OUKIHDBZYUCFRN-XNTDXEJSSA-N,448.55,3.77,106.94,7.0,3.0,7.0,2.0,
CHEMBL1502297,Cn1cnc([N+](=O)[O-])c1Oc1ccc2ccccc2c1,12700.0,12700.0,12700.0,4.896196279044043,inactive,,,Small molecule,MOL,Cn1cnc([N+](=O)[O-])c1Oc1ccc2ccccc2c1,QSHVRKJQAHHUCK-UHFFFAOYSA-N,269.26,3.27,70.19,5.0,0.0,3.0,3.0,
CHEMBL1533463,CS/C(=C\[N+](=O)[O-])Nc1ccc(Cl)cc1,12700.0,12700.0,12700.0,4.896196279044043,inactive,,,Small molecule,MOL,CS/C(=C\[N+](=O)[O-])Nc1ccc(Cl)cc1,APLMSJFVMLWSPR-TWGQIWQCSA-N,244.70,3.19,55.17,4.0,1.0,4.0,1.0,
CHEMBL1337235,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,12800.0,12800.0,12800.0,4.892790030352131,inactive,,,Small molecule,MOL,CS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(N3CCOCC3)cc2)n1,PIMBKNQXYLCURE-UHFFFAOYSA-N,396.86,1.62,101.49,7.0,1.0,4.0,2.0,
CHEMBL1431126,Oc1nc2ccccc2n2c(-c3ccccc3)nnc12,12800.0,12800.0,12800.0,4.892790030352131,inactive,,,Small molecule,MOL,Oc1nc2ccccc2n2c(-c3ccccc3)nnc12,WNTCOOOGTSGZLG-UHFFFAOYSA-N,262.27,2.65,63.31,5.0,1.0,1.0,4.0,
CHEMBL1606280,N#CC1=C(N)N(c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C1(C#N)C#N,12800.0,12800.0,12800.0,4.892790030352131,inactive,,,Small molecule,MOL,N#CC1=C(N)N(c2ccccc2)C(c2cccc([N+](=O)[O-])c2)C1(C#N)C#N,RSKVNGROIVCQOQ-UHFFFAOYSA-N,356.35,2.88,143.77,7.0,1.0,3.0,2.0,
CHEMBL1346302,O=C(COC(=O)c1ccc2c(c1Cl)C(=O)c1ccccc1C2=O)NC1CC1,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,O=C(COC(=O)c1ccc2c(c1Cl)C(=O)c1ccccc1C2=O)NC1CC1,FNPIYPYSXURGJO-UHFFFAOYSA-N,383.79,2.55,89.54,5.0,1.0,4.0,2.0,
CHEMBL1359240,O=c1c2ccccc2nc2n1CCS2(=O)=O,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,O=c1c2ccccc2nc2n1CCS2(=O)=O,WBGXMZXUXNTNDK-UHFFFAOYSA-N,236.25,0.18,69.03,5.0,0.0,0.0,2.0,
CHEMBL1507534,COc1ccccc1NC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCN(C)C.Cl,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,COc1ccccc1NC(=O)CSc1nc2c(sc3ccccc32)c(=O)n1CCN(C)C.Cl,MIIAQDZFMXTTBU-UHFFFAOYSA-N,505.07,3.91,76.46,8.0,1.0,8.0,4.0,
CHEMBL1520701,COc1ccc(N2C(=O)C(Cl)=C(NCc3ccccc3)C2=O)cc1,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,COc1ccc(N2C(=O)C(Cl)=C(NCc3ccccc3)C2=O)cc1,CRXLIRUOIHBZAC-UHFFFAOYSA-N,342.78,2.81,58.64,4.0,1.0,5.0,2.0,
CHEMBL1540053,Cc1c(Cl)cccc1N=C([S-])/C(=C(\O)c1ccc(Cl)s1)[n+]1ccccc1,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,Cc1c(Cl)cccc1N=C([S-])/C(=C(\O)c1ccc(Cl)s1)[n+]1ccccc1,BCDRZNPOBRAABB-UHFFFAOYSA-N,421.37,5.81,36.47,4.0,1.0,4.0,3.0,
CHEMBL1558070,Oc1[nH]c2ccccc2c1N=NC(=S)N1CCOCC1,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,Oc1[nH]c2ccccc2c1N=NC(=S)N1CCOCC1,VRTXSOMUJYNWQK-UHFFFAOYSA-N,290.35,2.57,73.21,4.0,2.0,1.0,2.0,
CHEMBL1984648,Cc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,Cc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,YTRYQLIIEHZXCP-QGOAFFKASA-N,333.73,3.84,81.26,6.0,1.0,3.0,2.0,
CHEMBL3145170,Cc1[nH]n(C(N)=S)c(=O)c1C(c1ccccc1)C(C#N)C#N,12900.0,12900.0,12900.0,4.889410289700751,inactive,,,Small molecule,MOL,Cc1[nH]n(C(N)=S)c(=O)c1C(c1ccccc1)C(C#N)C#N,LGTLHGUAFIZIAO-UHFFFAOYSA-N,311.37,1.37,111.39,5.0,2.0,3.0,2.0,
CHEMBL1334307,COCCCNC(=O)c1ccc2c3c(onc13)-c1ccccc1C2=O,13000.0,13000.0,13000.0,4.886056647693163,inactive,,,Small molecule,MOL,COCCCNC(=O)c1ccc2c3c(onc13)-c1ccccc1C2=O,LXUKGKQDBOPMHC-UHFFFAOYSA-N,336.35,2.81,81.43,5.0,1.0,5.0,3.0,
CHEMBL1458858,O=C(CCl)Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,13000.0,13000.0,13000.0,4.886056647693163,inactive,,,Small molecule,MOL,O=C(CCl)Nc1ccccc1C(=O)Nc1ccc2c(c1)OCO2,NYZGTUCQLQLOTI-UHFFFAOYSA-N,332.74,2.84,76.66,4.0,2.0,4.0,2.0,
CHEMBL1495170,CCOC(=O)C(Nc1ccc2ccccc2c1)C(=O)OCC,13000.0,13000.0,13000.0,4.886056647693163,inactive,,,Small molecule,MOL,CCOC(=O)C(Nc1ccc2ccccc2c1)C(=O)OCC,ACVAPXTZJANMHB-UHFFFAOYSA-N,301.34,2.75,64.63,5.0,1.0,6.0,2.0,
CHEMBL1528923,Cc1onc(-c2ccccc2)c1C(=O)n1nnc2ccccc21,13000.0,13000.0,13000.0,4.886056647693163,inactive,,,Small molecule,MOL,Cc1onc(-c2ccccc2)c1C(=O)n1nnc2ccccc21,XWEWIQCAIBLPHV-UHFFFAOYSA-N,304.31,3.08,73.81,6.0,0.0,2.0,4.0,
CHEMBL1539943,O=C(O)CSc1c2c(nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc13)CCCC2,13000.0,13000.0,13000.0,4.886056647693163,inactive,,,Small molecule,MOL,O=C(O)CSc1c2c(nc3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc13)CCCC2,YNPMHYIVIMXVGV-UHFFFAOYSA-N,460.48,5.56,79.29,4.0,2.0,5.0,3.0,
CHEMBL1794153,O=C(Oc1ccc(N2C(=O)C3C4CCC(C4)C3C2=O)cc1)c1ccco1,13000.0,13000.0,13000.0,4.886056647693163,inactive,,,Small molecule,MOL,O=C(Oc1ccc(N2C(=O)C3C4CCC(C4)C3C2=O)cc1)c1ccco1,FMEXBJPEWQLOKG-UHFFFAOYSA-N,351.36,3.03,76.82,5.0,0.0,3.0,2.0,
CHEMBL1309059,CCCCCCCCCCCCOC[n+]1cn(C)c2ccccc21.[Cl-],13100.0,13100.0,13100.0,4.882728704344236,inactive,,,Small molecule,MOL,CCCCCCCCCCCCOC[n+]1cn(C)c2ccccc21.[Cl-],DNCHJNNWHXJYSY-UHFFFAOYSA-M,366.98,5.36,18.04,2.0,0.0,13.0,2.0,
CHEMBL1343101,O=C1C2=C(N=C(S)NC2c2ccc(Cl)cc2)NC(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1,13100.0,13100.0,13100.0,4.882728704344236,inactive,,,Small molecule,MOL,O=C1C2=C(N=C(S)NC2c2ccc(Cl)cc2)NC(c2ccc(Cl)cc2)N1c1ccc(Cl)cc1,DDYQKZUSGWNVSC-UHFFFAOYSA-N,515.85,6.12,56.73,4.0,3.0,3.0,3.0,
CHEMBL1364004,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)C1,13100.0,13100.0,13100.0,4.882728704344236,inactive,,,Small molecule,MOL,COC(=O)CC1=NN(c2ccc(OC)cc2)C(=O)C1,CBUZAPHIURLGAR-UHFFFAOYSA-N,262.26,1.35,68.20,5.0,0.0,4.0,1.0,
CHEMBL1299269,CC1=NN(c2cccc(Cl)c2)C(=O)C12CC(C)=C(C)CS2,13200.0,13200.0,13200.0,4.87942606879415,inactive,,,Small molecule,MOL,CC1=NN(c2cccc(Cl)c2)C(=O)C12CC(C)=C(C)CS2,CAAQFTZFEXECTI-UHFFFAOYSA-N,320.85,4.27,32.67,3.0,0.0,1.0,1.0,
CHEMBL1339956,CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)cc(Br)c1OC(=O)c1ccc(OC)cc1,13200.0,13200.0,13200.0,4.87942606879415,inactive,,,Small molecule,MOL,CCOc1cc(/C=C(\C#N)C(=O)Nc2cccc(C(=O)O)c2)cc(Br)c1OC(=O)c1ccc(OC)cc1,AZOFXKBWFBABBM-YBFXNURJSA-N,565.38,5.32,134.95,7.0,2.0,9.0,3.0,
CHEMBL1375045,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],13200.0,13200.0,13200.0,4.87942606879415,inactive,,,Small molecule,MOL,CCCCCCCCCCCCCCCC[N+](C)(C)CC.[Br-],VUFOSBDICLTFMS-UHFFFAOYSA-M,378.48,6.56,0.00,0.0,0.0,16.0,0.0,
CHEMBL1454770,Cn1cnc([N+](=O)[O-])c1Oc1cccc2ccccc12,13200.0,13200.0,13200.0,4.87942606879415,inactive,,,Small molecule,MOL,Cn1cnc([N+](=O)[O-])c1Oc1cccc2ccccc12,DWMKFHNGYSTTPN-UHFFFAOYSA-N,269.26,3.27,70.19,5.0,0.0,3.0,3.0,
CHEMBL1390923,O=C(CCN1C(=O)/C(=C/c2cccs2)SC1=S)Nc1ccc(C(=O)O)c(O)c1,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,O=C(CCN1C(=O)/C(=C/c2cccs2)SC1=S)Nc1ccc(C(=O)O)c(O)c1,GJGMJRRUVUZYCV-ZROIWOOFSA-N,434.52,3.38,106.94,7.0,3.0,6.0,2.0,
CHEMBL1427221,O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,WBRXCUKAZWEAJZ-UHFFFAOYSA-N,297.75,3.47,54.88,3.0,1.0,3.0,3.0,
CHEMBL1429018,O=C(CSC1=NCCS1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,O=C(CSC1=NCCS1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,HUQICFFPOZJAEC-UHFFFAOYSA-N,413.59,3.07,87.63,6.0,2.0,6.0,1.0,
CHEMBL1431612,O=C(Nc1ccc(Cl)cc1)C1c2cccc[n+]2CC(=O)N1Cc1ccc2c(c1)OCO2.[I-],13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,O=C(Nc1ccc(Cl)cc1)C1c2cccc[n+]2CC(=O)N1Cc1ccc2c(c1)OCO2.[I-],BZEZZCYDYNQBPI-UHFFFAOYSA-N,563.78,3.08,71.75,4.0,1.0,4.0,3.0,
CHEMBL1437741,Cn1cnc([N+](=O)[O-])c1Sc1nnc(-c2cccnc2)n1C,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,Cn1cnc([N+](=O)[O-])c1Sc1nnc(-c2cccnc2)n1C,RNYWSASYWOAECU-UHFFFAOYSA-N,317.33,1.67,104.56,9.0,0.0,4.0,3.0,
CHEMBL1445135,CCOC(=O)Cc1n[nH]c2c1C(c1cc(OC)ccc1OC)C(C#N)=C(N)O2,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,CCOC(=O)Cc1n[nH]c2c1C(c1cc(OC)ccc1OC)C(C#N)=C(N)O2,LILOENSWCWHNFU-UHFFFAOYSA-N,384.39,1.75,132.48,8.0,2.0,6.0,2.0,
CHEMBL1466363,NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O,XDDSBFVVUFTAAY-AVGNSLFASA-N,605.35,-2.17,248.88,9.0,7.0,6.0,1.0,
CHEMBL1486359,COC1=C(c2ccccc2)C(=O)c2ccccc2C1=O,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,COC1=C(c2ccccc2)C(=O)c2ccccc2C1=O,IUVQZJLHOTZWBW-UHFFFAOYSA-N,264.28,3.12,43.37,3.0,0.0,2.0,2.0,
CHEMBL1499220,C=CCn1c(N)c(C(=O)Nc2cccc(C)c2)c2nc3ccccc3nc21,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,C=CCn1c(N)c(C(=O)Nc2cccc(C)c2)c2nc3ccccc3nc21,HMCFGJJWPQQLPJ-UHFFFAOYSA-N,357.42,3.91,85.83,5.0,2.0,4.0,4.0,
CHEMBL1522503,COc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,COc1ccc(-c2[nH]nc3c2C(c2ccsc2)C(C#N)=C(N)O3)cc1,XCUIUPDJQZIQLA-UHFFFAOYSA-N,350.40,3.36,96.95,6.0,2.0,3.0,3.0,
CHEMBL30095,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CCc2ccccc21,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,O=C1/C(=C/c2cccc([N+](=O)[O-])c2)CCc2ccccc21,AWXLDILHUGGCBX-GXDHUFHOSA-N,279.30,3.81,60.21,3.0,0.0,2.0,2.0,
CHEMBL602990,CCOC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,13300.0,13300.0,13300.0,4.876148359032914,inactive,,,Small molecule,MOL,CCOC(=O)c1c(C)oc2c1C(=O)c1ccccc1C2=O,HMFXUSUJCQTNPX-UHFFFAOYSA-N,284.27,2.54,73.58,5.0,0.0,2.0,2.0,
CHEMBL3214024,COc1ccccc1/N=C1\C(Cl)=C(O)OC1OC(=O)c1ccco1,13400.0,13400.0,13400.0,4.872895201635193,inactive,,,Small molecule,MOL,COc1ccccc1/N=C1\C(Cl)=C(O)OC1OC(=O)c1ccco1,XHTYHOWDOHUOQN-QGOAFFKASA-N,349.73,3.54,90.49,7.0,1.0,4.0,2.0,
CHEMBL1437516,CCCCCCCCCCOC[n+]1cn(Cc2ccccc2)c2ccccc21.[Cl-],13500.0,13500.0,13500.0,4.8696662315049934,inactive,,,Small molecule,MOL,CCCCCCCCCCOC[n+]1cn(Cc2ccccc2)c2ccccc21.[Cl-],KGLJASFAFAYUAD-UHFFFAOYSA-M,415.02,6.09,18.04,2.0,0.0,13.0,3.0,
CHEMBL1505548,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,13500.0,13500.0,13500.0,4.8696662315049934,inactive,,,Small molecule,MOL,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,GSFHOSYSNDVKNB-UHFFFAOYSA-N,319.79,3.37,40.46,4.0,0.0,4.0,2.0,
CHEMBL1589625,Cc1n[nH]c2c1C(c1c(C)nn(-c3ccccc3)c1Cl)C(C#N)=C(N)O2,13500.0,13500.0,13500.0,4.8696662315049934,inactive,,,Small molecule,MOL,Cc1n[nH]c2c1C(c1c(C)nn(-c3ccccc3)c1Cl)C(C#N)=C(N)O2,KCGMCKBTYPWZOI-UHFFFAOYSA-N,366.81,3.08,105.54,6.0,2.0,2.0,3.0,
CHEMBL3190263,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cn1,13500.0,13500.0,13500.0,4.8696662315049934,inactive,,,Small molecule,MOL,Cc1ccc(C(=O)N/N=C/c2ccc(-c3ccccc3[N+](=O)[O-])o2)cn1,RDSWWDUAAFOOEC-RGVLZGJSSA-N,350.33,3.32,110.63,6.0,1.0,5.0,3.0,
CHEMBL333767,O=C(NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccccc1,13500.0,13500.0,13500.0,4.8696662315049934,inactive,,,Small molecule,MOL,O=C(NNC(=O)c1ccc([N+](=O)[O-])o1)c1ccccc1,NRILHXUEHSTWTI-UHFFFAOYSA-N,275.22,1.26,114.48,5.0,2.0,3.0,2.0,
CHEMBL1525669,CC(C)(C)c1cc(NC(=O)CCl)n(-c2ccccc2)n1,13600.0,13600.0,13600.0,4.866461091629782,inactive,,,Small molecule,MOL,CC(C)(C)c1cc(NC(=O)CCl)n(-c2ccccc2)n1,LJYKWBIMPOHGAE-UHFFFAOYSA-N,291.78,3.35,46.92,3.0,1.0,3.0,2.0,
CHEMBL3189264,Oc1ccc(/C(Cc2ccc3ccccc3n2)=N\Nc2ccccc2)c(O)c1,13600.0,13600.0,13600.0,4.866461091629782,inactive,,,Small molecule,MOL,Oc1ccc(/C(Cc2ccc3ccccc3n2)=N\Nc2ccccc2)c(O)c1,DXRYKMNCIXCBDS-ROMGYVFFSA-N,369.42,4.70,77.74,5.0,3.0,5.0,4.0,
CHEMBL1406895,COC(=O)C1=NN(C(=O)c2cccc(Br)c2)C(O)(c2ccc(Cl)cc2)C1,13700.0,13700.0,13700.0,4.863279432843593,inactive,,,Small molecule,MOL,COC(=O)C1=NN(C(=O)c2cccc(Br)c2)C(O)(c2ccc(Cl)cc2)C1,SQBIDZGSWLVWJR-UHFFFAOYSA-N,437.68,3.32,79.20,5.0,1.0,3.0,2.0,
CHEMBL1456115,O=[N+]([O-])c1cccc2[nH]nnc12,13700.0,13700.0,13700.0,4.863279432843593,inactive,,,Small molecule,MOL,O=[N+]([O-])c1cccc2[nH]nnc12,UTMDJGPRCLQPBT-UHFFFAOYSA-N,164.12,0.87,84.71,4.0,1.0,1.0,2.0,
CHEMBL1467422,Oc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccc(Br)cc23)cc1,13700.0,13700.0,13700.0,4.863279432843593,inactive,,,Small molecule,MOL,Oc1ccc(NC(=S)N=Nc2c(O)[nH]c3ccc(Br)cc23)cc1,ACKCEYIVRXUHDK-UHFFFAOYSA-N,391.25,4.82,93.00,4.0,4.0,2.0,3.0,
CHEMBL1717678,Oc1c2c(nn1-c1ccccc1)CCSC2,13700.0,13700.0,13700.0,4.863279432843593,inactive,,,Small molecule,MOL,Oc1c2c(nn1-c1ccccc1)CCSC2,MASZAOSZWCGATM-UHFFFAOYSA-N,232.31,2.37,38.05,4.0,1.0,1.0,2.0,
CHEMBL1332910,CCC(=O)Oc1ccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)cc1,13800.0,13800.0,13800.0,4.860120913598763,inactive,,,Small molecule,MOL,CCC(=O)Oc1ccc(C(=O)Nc2cccc(C(=O)c3ccccc3)c2)cc1,JSVITRVLLZWQBV-UHFFFAOYSA-N,373.41,4.49,72.47,4.0,1.0,6.0,3.0,
CHEMBL1364083,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccc(Cl)cc2)cc1,13800.0,13800.0,13800.0,4.860120913598763,inactive,,,Small molecule,MOL,Cc1noc(C)c1CSCC(=O)Oc1ccc(N(C)S(=O)(=O)c2ccc(Cl)cc2)cc1,MFFRNRFMNJWDNU-UHFFFAOYSA-N,481.00,4.61,89.71,7.0,0.0,8.0,3.0,
CHEMBL1499010,CC(C)CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,13800.0,13800.0,13800.0,4.860120913598763,inactive,,,Small molecule,MOL,CC(C)CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,JDTFMHKECIOAJK-QNPDVEALSA-N,486.53,3.15,142.46,9.0,1.0,5.0,2.0,
CHEMBL1608044,Nc1ccc(Oc2ncccn2)cc1,13800.0,13800.0,13800.0,4.860120913598763,inactive,,,Small molecule,MOL,Nc1ccc(Oc2ncccn2)cc1,OYPOTUTZLSXURN-UHFFFAOYSA-N,187.20,1.85,61.03,4.0,1.0,2.0,2.0,
CHEMBL1424829,O=C(Oc1ccc2ccccc2c1)c1ccco1,13900.0,13900.0,13900.0,4.856985199745905,inactive,,,Small molecule,MOL,O=C(Oc1ccc2ccccc2c1)c1ccco1,DDSZKPNUXDONMN-UHFFFAOYSA-N,238.24,3.65,39.44,3.0,0.0,2.0,3.0,
CHEMBL1469868,O=C1CC(c2cccnc2)=NN1c1ccccc1,13900.0,13900.0,13900.0,4.856985199745905,inactive,,,Small molecule,MOL,O=C1CC(c2cccnc2)=NN1c1ccccc1,URELBAFVGJASQK-UHFFFAOYSA-N,237.26,2.22,45.56,3.0,0.0,2.0,2.0,
CHEMBL1568043,COc1cc(/C=C(\C#N)C(=O)Nc2ccc3c(c2)OCCO3)ccc1O,13900.0,13900.0,13900.0,4.856985199745905,inactive,,,Small molecule,MOL,COc1cc(/C=C(\C#N)C(=O)Nc2ccc3c(c2)OCCO3)ccc1O,DRUSKVIIYLGISF-MDWZMJQESA-N,352.35,2.72,100.81,6.0,2.0,4.0,2.0,
CHEMBL1330951,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,14000.0,14000.0,14000.0,4.853871964321762,inactive,,,Small molecule,MOL,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,TUTLRKKYUXPDGN-UHFFFAOYSA-N,325.36,2.79,51.16,5.0,1.0,1.0,2.0,
CHEMBL1348529,COCCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(OC(=O)c2ccco2)cc1,14000.0,14000.0,14000.0,4.853871964321762,inactive,,,Small molecule,MOL,COCCOC(=O)C1=C(C)N=C2SCCC(=O)N2C1c1ccc(OC(=O)c2ccco2)cc1,BZRPIKSEVJFQHU-UHFFFAOYSA-N,470.50,3.34,107.64,9.0,0.0,7.0,2.0,
CHEMBL1454269,CCOc1ccccc1CNc1ccc(O)cc1,14000.0,14000.0,14000.0,4.853871964321762,inactive,,,Small molecule,MOL,CCOc1ccccc1CNc1ccc(O)cc1,QRHODCFUINANGJ-UHFFFAOYSA-N,243.31,3.40,41.49,3.0,2.0,5.0,2.0,
CHEMBL3145102,COC(=O)Cc1cc(=O)n(-c2ccccc2)[nH]1,14000.0,14000.0,14000.0,4.853871964321762,inactive,,,Small molecule,MOL,COC(=O)Cc1cc(=O)n(-c2ccccc2)[nH]1,JZDMZJKOTLJYSI-UHFFFAOYSA-N,232.24,0.88,64.09,4.0,1.0,3.0,2.0,
CHEMBL3190976,CC1=C/C(=N/c2c(C)n(C)n(-c3ccccc3)c2=O)C=CC1=O,14000.0,14000.0,14000.0,4.853871964321762,inactive,,,Small molecule,MOL,CC1=C/C(=N/c2c(C)n(C)n(-c3ccccc3)c2=O)C=CC1=O,NAVKFCDCICVMQS-XMHGGMMESA-N,307.35,2.64,56.36,5.0,0.0,2.0,2.0,
CHEMBL1388084,Cc1cc(F)ccc1S(=O)(=O)N(C(=O)c1ccncc1)c1ccc(OC(=O)c2ccncc2)cc1,14100.0,14100.0,14100.0,4.85078088734462,inactive,,,Small molecule,MOL,Cc1cc(F)ccc1S(=O)(=O)N(C(=O)c1ccncc1)c1ccc(OC(=O)c2ccncc2)cc1,OBTSIEKAKVFLGE-UHFFFAOYSA-N,491.50,4.18,106.53,7.0,0.0,6.0,4.0,
CHEMBL1483657,Cn1cnc([N+](=O)[O-])c1Sc1ccc(C(C)(C)C)cc1,14100.0,14100.0,14100.0,4.85078088734462,inactive,,,Small molecule,MOL,Cn1cnc([N+](=O)[O-])c1Sc1ccc(C(C)(C)C)cc1,FQOYXQPCBFBDFE-UHFFFAOYSA-N,291.38,3.78,60.96,5.0,0.0,3.0,2.0,
CHEMBL1587432,CC(=O)Oc1cc2c(cc1Cl)C1(CC(c3ccccc3Cl)O2)CC(C)(C)N=C(S)N1,14100.0,14100.0,14100.0,4.85078088734462,inactive,,,Small molecule,MOL,CC(=O)Oc1cc2c(cc1Cl)C1(CC(c3ccccc3Cl)O2)CC(C)(C)N=C(S)N1,HSOCGWRKFWFHGR-UHFFFAOYSA-N,465.40,5.70,59.92,5.0,2.0,2.0,2.0,
CHEMBL1372030,CC/C(=C/c1sc2ccc(C)cc2[n+]1CCO)SC.COS(=O)(=O)[O-],14200.0,14200.0,14200.0,4.847711655616943,inactive,,,Small molecule,MOL,CC/C(=C/c1sc2ccc(C)cc2[n+]1CCO)SC.COS(=O)(=O)[O-],GLGPAGSAYQEXIF-BBJSDXRSSA-M,405.56,3.60,24.11,3.0,1.0,5.0,2.0,
