molecule_chembl_id,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1576520,,,Small molecule,MOL,COc1ccc(NC(=O)c2cccc(N3C(=O)C4C5C=CC(C5)C4C3=O)c2)cc1Cl,UHMSREPIEKGVDP-UHFFFAOYSA-N,422.87,3.91,75.71,4.0,1.0,4.0,2.0,
CHEMBL1576582,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1cc(OC)cc(OC)c1)C(C#N)=C(N)O2,RMBDFVAOIGVTPD-UHFFFAOYSA-N,340.38,2.60,106.18,6.0,2.0,5.0,2.0,
CHEMBL1576666,,,Small molecule,MOL,Cc1ccc(SCc2n[nH]c3c2C(c2ccco2)C(C#N)=C(N)O3)cc1,VUFGGALIONUSTC-UHFFFAOYSA-N,364.43,3.82,100.86,6.0,2.0,4.0,3.0,
CHEMBL1583024,,,Small molecule,MOL,O=C(Oc1ccc(Br)cc1)C1CC(=O)N(c2ccc(F)cc2)C1,OZOVPMZMGAQLAR-UHFFFAOYSA-N,378.20,3.55,46.61,3.0,0.0,3.0,2.0,
CHEMBL1583127,,,Small molecule,MOL,O=C(NC(=S)NNC(=O)c1ccccc1O)c1ccco1,SKJKXHNGEREEAU-UHFFFAOYSA-N,305.31,0.93,103.60,5.0,4.0,2.0,2.0,
CHEMBL1583199,,,Small molecule,MOL,N#Cc1c(N2CCCC2)nc(N)c2c(N)nc(N3CCCC3)cc12,SSWVPYMSHHEYAB-UHFFFAOYSA-N,323.40,1.87,108.09,7.0,2.0,2.0,2.0,
CHEMBL1599965,,,Small molecule,MOL,O=C1C(Cl)=C(N2CCC(C(=O)O)CC2)C(=O)c2ccccc21,IDNPIBRUVOVNQA-UHFFFAOYSA-N,319.74,2.31,74.68,4.0,1.0,2.0,1.0,
CHEMBL1600094,,,Small molecule,MOL,Cc1nn(Cc2ccccc2)c2c1C(c1ccc(Cl)cc1)C(C#N)=C(N)O2,QLRBEASDNQIIFH-UHFFFAOYSA-N,376.85,4.11,76.86,5.0,1.0,3.0,3.0,
CHEMBL1603886,,,Small molecule,MOL,O=C1C(Cl)=C(N2CCCCC2)C(=O)N1c1ccccc1,BOKAMRVZGYREMZ-UHFFFAOYSA-N,290.75,2.50,40.62,3.0,0.0,2.0,1.0,
CHEMBL1604205,,,Small molecule,MOL,CCOc1cc(CNc2ccc3c[nH]nc3c2)ccc1OC,IWYBBIVRTFTKFX-UHFFFAOYSA-N,297.36,3.58,59.17,4.0,2.0,6.0,3.0,
CHEMBL1611922,,,Small molecule,MOL,Cc1ccc(C2=NN(C(=O)CCl)C(c3ccco3)C2)o1,YRKAJCPZVCIZEW-UHFFFAOYSA-N,292.72,3.10,58.95,4.0,0.0,3.0,2.0,
CHEMBL1611931,,,Small molecule,MOL,Oc1cnn(-c2ccccc2)c1,PAIIFXHEHLRVNC-UHFFFAOYSA-N,160.18,1.58,38.05,3.0,1.0,1.0,2.0,
CHEMBL1622566,,,Small molecule,MOL,Cc1n[nH]c(O)c1C(c1ccc(Br)cc1)c1c(C)n[nH]c1O,VRCYCOGRLSIOPJ-UHFFFAOYSA-N,363.22,3.10,97.82,4.0,4.0,3.0,3.0,
CHEMBL1702692,,,Small molecule,MOL,COc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1,WGISVRVYQCZWOR-SFQUDFHCSA-N,292.34,3.50,41.90,3.0,0.0,3.0,2.0,
CHEMBL1721990,,,Small molecule,MOL,CC(=O)C12CC(C)=C(C)CC1CC1C3CCC4=CC(=O)CCC4(C)C3CCC12C,DWXXDCFQXAHBDL-UHFFFAOYSA-N,394.60,6.45,34.14,2.0,0.0,1.0,0.0,
CHEMBL1794195,,,Small molecule,MOL,Cl.Nc1ccc(O)c2ccccc12,FDBQTRARWCKEJY-UHFFFAOYSA-N,195.65,2.13,46.25,2.0,2.0,0.0,2.0,
CHEMBL1984648,,,Small molecule,MOL,Cc1cccc(/N=C2\C(Cl)=C(O)OC2OC(=O)c2ccco2)c1,YTRYQLIIEHZXCP-QGOAFFKASA-N,333.73,3.84,81.26,6.0,1.0,3.0,2.0,
CHEMBL3144926,,,Small molecule,MOL,COc1ccc(-c2cc(=O)n(CCC#N)[nH]2)cc1,NNGLOWXBQWIUHQ-UHFFFAOYSA-N,243.27,1.77,70.81,4.0,1.0,4.0,2.0,
CHEMBL3144939,,,Small molecule,MOL,N#CCCn1[nH]c(-c2ccccc2)cc1=O,FKYHLCXDSXDXRL-UHFFFAOYSA-N,213.24,1.76,61.58,3.0,1.0,3.0,2.0,
CHEMBL3144975,,,Small molecule,MOL,Cc1[nH]n(-c2ccccc2)c(=O)c1C=C1C(=O)NC(=O)NC1=O,BAOYWDFZNQUZNR-UHFFFAOYSA-N,312.29,0.22,113.06,5.0,3.0,2.0,2.0,
CHEMBL3144984,,,Small molecule,MOL,Cc1[nH]n(-c2ccccc2)c(=O)c1/C=C1/C(=O)NN(c2ccc(F)c(Cl)c2)C1=O,RYKIVIMLEWYOIC-GDNBJRDFSA-N,412.81,2.73,87.20,4.0,2.0,3.0,3.0,
CHEMBL3145155,,,Small molecule,MOL,COc1cccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)c1O,RLTSHGJKSHIZCM-UHFFFAOYSA-N,482.54,4.16,105.04,6.0,3.0,6.0,5.0,
CHEMBL3187596,,,Small molecule,MOL,O=C(/C=C/c1ccc(O)cc1)c1ccc(/N=C2\C(=O)c3ccccc3C(O)=C2N2CCCCC2)cc1,NTPXEILLUVKSHB-IAOTVVQISA-N,478.55,5.97,90.20,6.0,2.0,5.0,3.0,
CHEMBL3192994,,,Small molecule,MOL,C/C(=N/NC(=O)Cc1cc(O)[nH]n1)c1ccc([N+](=O)[O-])cc1,SVNGKQKCQKQFIE-ZSOIEALJSA-N,303.28,1.11,133.51,6.0,3.0,5.0,2.0,
CHEMBL3193366,,,Small molecule,MOL,CO/C(O)=C1/C(C)=NC(=S)NC1c1ccc(OC(=O)c2ccco2)cc1,YYIBAMLKEKEKTB-VKAVYKQESA-N,372.40,3.30,93.29,6.0,2.0,4.0,2.0,
CHEMBL3194941,,,Small molecule,MOL,COc1ccccc1/C=N/Nc1cc(N(C)C)nc(N(C)C)n1,KGYVKILQXKVWIJ-GZTJUZNOSA-N,314.39,2.06,65.88,7.0,1.0,6.0,2.0,
CHEMBL3196491,,,Small molecule,MOL,Cc1ccc(C)c(S(=O)(=O)/N=C2\C=C(NS(=O)(=O)c3ccccc3)C(=O)c3ccccc32)c1,BMOQFLLXUWAROU-NJNXFGOHSA-N,480.57,3.54,109.74,5.0,1.0,5.0,3.0,
CHEMBL3198684,,,Small molecule,MOL,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)C(=O)NC(C)C,LCRLERXJUJQUAZ-YBFXNURJSA-N,319.37,0.74,112.55,5.0,3.0,5.0,1.0,
CHEMBL36654,ROEMERINE,,Small molecule,MOL,CN1CCc2cc3c(c4c2C1Cc1ccccc1-4)OCO3,JCTYWRARKVGOBK-UHFFFAOYSA-N,279.34,3.17,21.70,3.0,0.0,0.0,2.0,
CHEMBL88811,,,Small molecule,MOL,COc1ccccc1N1C(=O)Cc2ccccc2C1=O,XGAWVNADRTWTGY-UHFFFAOYSA-N,267.28,2.42,46.61,3.0,0.0,2.0,2.0,
CHEMBL171637,PHYSODIC ACID,,Small molecule,MOL,CCCCCC(=O)Cc1cc(O)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CCCCC)c1O2,KVTYWHGIZSCFLG-UHFFFAOYSA-N,470.52,5.55,130.36,7.0,3.0,11.0,2.0,
CHEMBL465226,GEDUNIN,,Small molecule,MOL,CC(=O)O[C@@H]1C[C@H]2C(C)(C)C(=O)C=C[C@]2(C)[C@H]2CC[C@@]3(C)[C@H](c4ccoc4)OC(=O)[C@H]4O[C@]43[C@@]21C,YJXDGWUNRYLINJ-BHAPSIHVSA-N,482.57,4.56,95.34,7.0,0.0,2.0,1.0,
CHEMBL456881,DEOXYVASICINONE,,Small molecule,MOL,O=c1c2ccccc2nc2n1CCC2,VARHXCYGZKSOOO-UHFFFAOYSA-N,186.21,1.34,34.89,3.0,0.0,0.0,2.0,
CHEMBL579318,,,Small molecule,MOL,Cc1oc2c(c1C(=O)NCc1cccnc1)C(=O)c1ccccc1C2=O,HSYUWLOZMGPYKC-UHFFFAOYSA-N,346.34,2.69,89.27,5.0,1.0,3.0,3.0,
CHEMBL582722,,,Small molecule,MOL,CC1=C(CC(=O)c2ccccc2)C(=O)c2ccccc2C1=O,QKJWXHMJMZXPLX-UHFFFAOYSA-N,290.32,3.66,51.21,3.0,0.0,3.0,2.0,
CHEMBL1300967,,,Small molecule,MOL,COc1ccc(Nc2oc(COc3ccccc3F)nc2C#N)cc1,LFFYJHLAMKAZAV-UHFFFAOYSA-N,339.33,4.02,80.31,6.0,1.0,6.0,3.0,
CHEMBL1301125,,,Small molecule,MOL,COC(=O)C[C@]1(C(=O)OC)CN(C#N)N(c2ccc(Cl)cc2)C12c1ccccc1-c1ccccc12,MELXVKLJUAWSEL-AREMUKBSSA-N,487.94,4.50,82.87,7.0,0.0,4.0,3.0,
CHEMBL1307882,,,Small molecule,MOL,FC(F)(F)c1cccc(Oc2nc(-c3ccccc3)nnc2C(F)(F)F)c1,VVCKCUMUZCJUSY-UHFFFAOYSA-N,385.27,5.37,47.90,4.0,0.0,3.0,3.0,
CHEMBL1325219,,,Small molecule,MOL,CC1=NN(c2ccc(C)c(C)c2)C(=O)C1C(c1cccc(O)c1)C1C(=O)N(c2ccc(C)c(C)c2)N=C1C,XRRUMWXHOCJKPC-UHFFFAOYSA-N,508.62,5.79,85.57,5.0,1.0,5.0,3.0,
CHEMBL1329597,,,Small molecule,MOL,CCN(CC)CCN1C(=O)c2cccc3cc(N)cc(c23)C1=O,QDFFNSUDGUZZSJ-UHFFFAOYSA-N,311.39,2.36,66.64,4.0,1.0,5.0,2.0,
CHEMBL1331211,,,Small molecule,MOL,O=C(O)CSc1cc(NS(=O)(=O)c2ccc(Br)cc2)c2ccccc2c1O,WUGANDSUVKXMEC-UHFFFAOYSA-N,468.35,4.29,103.70,5.0,3.0,6.0,3.0,
CHEMBL1331399,,,Small molecule,MOL,COc1cc(/C=C2/C(=N)N3C(c4ccccc4)=CSC3=NC2=O)cc(OC)c1O,BDRYFZNXAARWKH-PQNHFCOQSA-N,407.45,3.71,95.21,6.0,2.0,4.0,2.0,
CHEMBL1331573,,,Small molecule,MOL,CCOC(=O)C(C(=O)OCC)c1cc(Br)c2noc3c2c1C(=O)c1ccccc1-3,HFSGTAOLUKMOQF-UHFFFAOYSA-N,458.26,4.01,95.70,7.0,0.0,5.0,3.0,
CHEMBL1337500,,,Small molecule,MOL,O=c1cc(-c2c(F)c(F)c(F)c(F)c2F)oc2c(F)c(F)c(F)c(F)c12,ZFKBSGGDYDUQHX-UHFFFAOYSA-N,384.15,4.71,30.21,2.0,0.0,1.0,3.0,
CHEMBL1347736,,,Small molecule,MOL,Cc1ccc(-c2csc(NC(=O)CSC3=NCCS3)n2)cc1,JOXJSDFPTAJMQE-UHFFFAOYSA-N,349.51,3.89,54.35,6.0,1.0,4.0,2.0,
CHEMBL1347897,,,Small molecule,MOL,COc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1Br,UGDBBQKBNABSRQ-XNTDXEJSSA-N,371.23,4.26,41.90,3.0,0.0,3.0,2.0,
CHEMBL1348057,,,Small molecule,MOL,O=C(NCc1cccnc1)/C(=C/c1ccc(-c2ccc(Cl)cc2)o1)S(=O)(=O)c1ccccc1,ZKDYTDWFJAHZKB-IWIPYMOSSA-N,478.96,5.13,89.27,5.0,1.0,7.0,4.0,
CHEMBL1360322,,,Small molecule,MOL,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccccc2F)cc1,NAKRQXGPNMLJFO-UHFFFAOYSA-N,360.39,3.85,76.86,5.0,1.0,2.0,3.0,
CHEMBL1365234,,,Small molecule,MOL,CCOc1cc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc([N+](=O)[O-])c1O,JBXKPQCXTUQRHA-UHFFFAOYSA-N,389.37,2.35,170.42,8.0,5.0,6.0,3.0,
CHEMBL1365249,,,Small molecule,MOL,COc1ccc(C(CC(=O)c2ccc(C)cc2)C(C#N)C#N)cc1OC,NXYJRFHKWDBBNI-UHFFFAOYSA-N,348.40,4.03,83.11,5.0,0.0,7.0,2.0,
CHEMBL1365287,,,Small molecule,MOL,COc1cc(/C=C/C(=O)OCC(=O)Nc2ccccc2Sc2ccc(Cl)cc2)ccc1O,HBRNOSWZLULCKS-NTUHNPAUSA-N,469.95,5.40,84.86,6.0,2.0,8.0,3.0,
CHEMBL1377610,,,Small molecule,MOL,COC(=O)c1ccccc1OC(=O)c1ccc(Br)o1,AAHXLOOJBWXTBU-UHFFFAOYSA-N,325.11,3.05,65.74,5.0,0.0,3.0,2.0,
CHEMBL1380801,,,Small molecule,MOL,O=[N+]([O-])c1c(Nc2ccccn2)cc(Cl)c2nonc12,IKHISGUWORJMOR-UHFFFAOYSA-N,291.65,2.92,106.98,7.0,1.0,3.0,3.0,
CHEMBL1380853,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1ccc(O)cc1OCC)C(C#N)=C(N)O2,MVBPOVMTXWFKKY-UHFFFAOYSA-N,340.38,2.68,117.18,6.0,3.0,5.0,2.0,
CHEMBL1380913,,,Small molecule,MOL,Cc1n[nH]c2c1C(c1c(C)nn(-c3ccccc3)c1C)C(C#N)=C(N)O2,UDAHNFVDPRZCCX-UHFFFAOYSA-N,346.39,2.74,105.54,6.0,2.0,2.0,3.0,
CHEMBL1380942,,,Small molecule,MOL,COc1cccc(C(=O)Nc2n[nH]c(SCc3ccc(Cl)cc3)n2)c1,CHHCUUYTYXGXNN-UHFFFAOYSA-N,374.85,4.01,79.90,5.0,2.0,6.0,3.0,
CHEMBL1381030,,,Small molecule,MOL,Oc1cc(-c2ccccc2)[nH]n1,YLHCQNBWOZXHIR-UHFFFAOYSA-N,160.18,1.78,48.91,2.0,2.0,1.0,2.0,
CHEMBL1387692,,,Small molecule,MOL,Nc1nn2c(-c3ccccc3)cc(O)nc2c1N=Nc1ccc(O)cc1,NLSRKKJKTCDJPW-UHFFFAOYSA-N,346.35,3.81,121.39,8.0,3.0,3.0,4.0,
CHEMBL1399938,,,Small molecule,MOL,Cc1cccc(N(Cc2ccccc2)C(=O)CCl)c1,FKHCQUXRYRIDMR-UHFFFAOYSA-N,273.76,3.77,20.31,1.0,0.0,4.0,2.0,
CHEMBL1400164,,,Small molecule,MOL,C=CCOC(=O)C1=C(C)NC(=O)NC1c1ccc(OC(=O)c2ccco2)c(OC)c1,HNLZGMNWVHZHRZ-UHFFFAOYSA-N,412.40,2.86,116.10,7.0,2.0,7.0,2.0,
CHEMBL1410631,,,Small molecule,MOL,Cc1ccc(C)c(N/C([S-])=C(/C(=O)c2ccc(OC(F)F)cc2)[n+]2ccccc2)c1,XMZKHISMXJERTP-UHFFFAOYSA-N,426.49,4.86,42.21,4.0,1.0,7.0,3.0,
CHEMBL1410768,,,Small molecule,MOL,COc1ccc(C2=NN(C(=O)/C=C/c3ccccc3)C(c3ccccc3)C2)c(OC(C)=O)c1,NHOPCFDQUMPFTB-DTQAZKPQSA-N,440.50,5.01,68.20,5.0,0.0,6.0,3.0,
CHEMBL1410788,,,Small molecule,MOL,O=C(c1ccc(Cl)cc1)n1cnc2ccccc21,OVVCIYOIMITAHY-UHFFFAOYSA-N,256.69,3.38,34.89,3.0,0.0,1.0,3.0,
CHEMBL1416089,,,Small molecule,MOL,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N(C)c3ccccc3)cc2)n1,BQRKTURWLVUUPM-UHFFFAOYSA-N,494.98,3.00,126.40,7.0,1.0,7.0,3.0,
CHEMBL1417099,,,Small molecule,MOL,CN1C=C/C(=C\c2cc[n+](C)c3ccccc23)c2ccccc21.[I-],ODCLPOZOCCQQHY-UHFFFAOYSA-M,426.30,4.17,7.12,1.0,0.0,1.0,3.0,
CHEMBL1420488,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1ccsc1)C(C#N)=C(N)O2,XFJJRPKPJBEGSO-UHFFFAOYSA-N,286.36,2.64,87.72,5.0,2.0,3.0,2.0,
CHEMBL1427221,,,Small molecule,MOL,O=C(CCl)Nc1cccc(-c2cnc3ccccc3n2)c1,WBRXCUKAZWEAJZ-UHFFFAOYSA-N,297.75,3.47,54.88,3.0,1.0,3.0,3.0,
CHEMBL1427272,,,Small molecule,MOL,Oc1nnc(Sc2ncnc3sccc23)n1CCc1ccccc1,PRBKAWMEOCURRY-UHFFFAOYSA-N,355.45,3.38,76.72,8.0,1.0,5.0,4.0,
CHEMBL1439124,,,Small molecule,MOL,CCSc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(F)cc3)ncc2Cl)s1,BVJXTFMKVNPXMZ-UHFFFAOYSA-N,473.96,3.46,114.80,9.0,1.0,7.0,3.0,
CHEMBL1444045,,,Small molecule,MOL,COC(=O)C(C)Sc1ncnc2c1nnn2-c1ccc(F)cc1,HCXWKPVIBIDMTB-UHFFFAOYSA-N,333.35,2.00,82.79,8.0,0.0,4.0,3.0,
CHEMBL1447796,,,Small molecule,MOL,O=c1oc(-c2ccccc2)cc(Cl)c1Cl,FJKUUIRZBHTMAQ-UHFFFAOYSA-N,241.07,3.61,30.21,2.0,0.0,1.0,2.0,
CHEMBL1449705,,,Small molecule,MOL,O=C1c2ccccc2OC2(C=Cc3ccccc3O2)N1Cc1ccccc1,HPWHHYCSEAAPCG-UHFFFAOYSA-N,355.39,4.48,38.77,3.0,0.0,2.0,3.0,
CHEMBL1449922,,,Small molecule,MOL,CCS(=O)(=O)C1=NN2C(=N)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=O)N=C2S1,SBKHRCPGHCMPEM-YPVAQXRKSA-N,458.48,2.51,142.46,9.0,1.0,4.0,2.0,
CHEMBL1456115,,,Small molecule,MOL,O=[N+]([O-])c1cccc2[nH]nnc12,UTMDJGPRCLQPBT-UHFFFAOYSA-N,164.12,0.87,84.71,4.0,1.0,1.0,2.0,
CHEMBL1459332,,,Small molecule,MOL,COC(=O)c1c(NC(=O)/C=C/C(=O)O)sc(C)c1-c1ccc(C)c(C)c1,DARDLSOHWBBFCG-BQYQJAHWSA-N,373.43,3.71,92.70,5.0,2.0,5.0,2.0,
CHEMBL1465938,,,Small molecule,MOL,COc1ccc(S(=O)(=O)Nc2cc(SCC(=O)O)c(O)c3ccccc23)cc1,WWPDFQGBFIREKS-UHFFFAOYSA-N,419.48,3.53,112.93,6.0,3.0,7.0,3.0,
CHEMBL1466126,,,Small molecule,MOL,CCCc1n[nH]c(O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,NIAXPBBRRQYNRQ-UHFFFAOYSA-N,314.78,3.52,96.49,4.0,2.0,5.0,2.0,
CHEMBL1466241,,,Small molecule,MOL,CSc1nc(-c2ccco2)nn1C(=O)c1cccs1,WAZLNMJDGBJWQY-UHFFFAOYSA-N,291.36,3.01,60.92,7.0,0.0,3.0,3.0,
CHEMBL1466363,,,Small molecule,MOL,NC(=O)CC[C@@H]1NC(=O)[C@H](CO)NC(=O)c2cc([N+](=O)[O-])cc(I)c2NCC[C@@H](C(N)=O)NC1=O,XDDSBFVVUFTAAY-AVGNSLFASA-N,605.35,-2.17,248.88,9.0,7.0,6.0,1.0,
CHEMBL1483235,,,Small molecule,MOL,CCCCCCCCCCOC(=O)C[n+]1c(COc2cccc(C)c2)n(C)c2ccccc21.[Cl-],BAXOHKAJCQANSC-UHFFFAOYSA-M,487.08,6.04,44.34,4.0,0.0,14.0,3.0,
CHEMBL1483252,,,Small molecule,MOL,Cc1ccc(C(c2cc(Cl)c3cccnc3c2O)N2CCN(C)CC2)cc1,SMBVLTDYPBOIRN-UHFFFAOYSA-N,381.91,4.24,39.60,4.0,1.0,3.0,3.0,
CHEMBL1483312,,,Small molecule,MOL,CC(C)N(c1ccccc1)c1ccc(NC(=O)CCl)cc1,JTAXNZDNUBCRFI-UHFFFAOYSA-N,302.81,4.41,32.34,2.0,1.0,5.0,2.0,
CHEMBL1489005,,,Small molecule,MOL,COc1ccc(C=C(c2nc3ccccc3s2)c2nc3ccccc3s2)cc1O,GGPYGVYOXGVFMN-UHFFFAOYSA-N,416.53,6.21,55.24,6.0,1.0,4.0,5.0,
CHEMBL1495412,,,Small molecule,MOL,[O-][N+]1=C2CCc3nonc3C2(O)C2CCCCC21N1CCOCC1,ZJYWJQQAVHSVOZ-UHFFFAOYSA-N,334.38,0.39,97.69,7.0,1.0,1.0,1.0,
CHEMBL1495539,,,Small molecule,MOL,O=C1c2ccccc2-c2onc3ccc(N4CCCC4)c1c23,ULIAXSNTGOPPCA-UHFFFAOYSA-N,290.32,3.64,46.34,4.0,0.0,1.0,3.0,
CHEMBL1499010,,,Small molecule,MOL,CC(C)CS(=O)(=O)C1=NSC2=NC(=O)/C(=C\c3ccc(OC(=O)c4ccco4)cc3)C(=N)N21,JDTFMHKECIOAJK-QNPDVEALSA-N,486.53,3.15,142.46,9.0,1.0,5.0,2.0,
CHEMBL1505358,,,Small molecule,MOL,Cc1n[nH]c(O)c1C(c1cc([N+](=O)[O-])ccc1O)c1c(C)n[nH]c1O,OTEKBXDRJGUAND-UHFFFAOYSA-N,345.32,1.95,161.19,7.0,5.0,4.0,3.0,
CHEMBL1505544,,,Small molecule,MOL,COc1ccc(CN2C(=O)Cc3ccccc3C2=O)cc1,GTFIXYRYXVQGML-UHFFFAOYSA-N,281.31,2.42,46.61,3.0,0.0,3.0,2.0,
CHEMBL1505548,,,Small molecule,MOL,Cc1cc(C(=O)CCl)c(C)n1CC1COc2ccccc2O1,GSFHOSYSNDVKNB-UHFFFAOYSA-N,319.79,3.37,40.46,4.0,0.0,4.0,2.0,
CHEMBL1505679,,,Small molecule,MOL,OCCN=C(S)Nc1ccc2nsnc2c1,QZOVVBKZJKTXLY-UHFFFAOYSA-N,254.34,1.38,70.40,5.0,3.0,3.0,2.0,
CHEMBL1534678,,,Small molecule,MOL,O=C1C(Cl)=C(NCC2CCCO2)C(=O)N1c1ccccc1,MTFSFJBVNNSFCP-UHFFFAOYSA-N,306.75,1.78,58.64,4.0,1.0,4.0,1.0,
CHEMBL1537961,,,Small molecule,MOL,COc1ccc(NC(=O)CSc2c3c(nc4cc(Cl)ccc24)CCCC3)cc1OC,FNUHXDMNDGXFFY-UHFFFAOYSA-N,442.97,5.52,60.45,5.0,1.0,6.0,3.0,
CHEMBL1538212,,,Small molecule,MOL,Cc1cc(C)c(C#N)c(SCc2n[nH]c3c2C(c2ccc(F)cc2)C(C#N)=C(N)O3)n1,UBWIKRFDXMHHCG-UHFFFAOYSA-N,432.48,3.94,124.40,7.0,2.0,4.0,3.0,
CHEMBL1544793,,,Small molecule,MOL,O=C(CCl)N(c1ccccc1)c1c[nH]c2ccccc12,RUDVYHQSPGKLTL-UHFFFAOYSA-N,284.75,4.07,36.10,1.0,1.0,3.0,3.0,
CHEMBL1544909,,,Small molecule,MOL,Cc1ccc2c(c1)N(C(=O)CSc1nncn1C)C(C)(C)c1ssc(=S)c1-2,UDMYDZOHMHAOLI-UHFFFAOYSA-N,434.64,5.02,51.02,8.0,0.0,3.0,3.0,
CHEMBL1556750,,,Small molecule,MOL,O=C(CCl)NN=C(c1ccccc1)c1ccccc1,FOGMNOHCZQDZGD-UHFFFAOYSA-N,272.74,2.79,41.46,2.0,1.0,4.0,2.0,
CHEMBL1556868,,,Small molecule,MOL,CCOC(=O)c1ccc(N2C(=O)c3[nH]nc(-c4ccco4)c3C2c2ccc([N+](=O)[O-])cc2)cc1,NSEKTJBXFWIVMK-UHFFFAOYSA-N,458.43,4.50,131.57,7.0,1.0,6.0,4.0,
CHEMBL1561505,,,Small molecule,MOL,Oc1ncc(O)c(O)n1,OFJNVANOCZHTMW-UHFFFAOYSA-N,128.09,-0.41,86.47,5.0,3.0,0.0,1.0,
CHEMBL1567402,,,Small molecule,MOL,CCOC(=O)c1c(OCC)[nH]c2c1cc(O)c1ccccc12,NGUJCLQFUIRSTR-UHFFFAOYSA-N,299.33,3.60,71.55,4.0,2.0,4.0,3.0,
CHEMBL1567419,,,Small molecule,MOL,CS/C(=C\[N+](=O)[O-])Nc1ccc(OC(F)(F)F)cc1,XMMUMYKHLBTDOY-TWGQIWQCSA-N,294.25,3.44,64.40,5.0,1.0,5.0,1.0,
CHEMBL1567635,,,Small molecule,MOL,O=C(CCl)N(Cc1ccccc1)c1ccccc1,CFSKJDUGDLZDTI-UHFFFAOYSA-N,259.74,3.46,20.31,1.0,0.0,4.0,2.0,
CHEMBL1573586,,,Small molecule,MOL,CC(=O)c1cccc2c1N=C(c1[nH]c3ccccc3c1O)C2=O,GTFMKVFDZXKNAM-UHFFFAOYSA-N,304.31,3.39,82.52,4.0,2.0,2.0,3.0,
CHEMBL1576754,,,Small molecule,MOL,CCOc1ccc(-n2c(C)cc(C(=O)CCl)c2C)cc1,MNGZLTHKTKNIRC-UHFFFAOYSA-N,291.78,3.91,31.23,3.0,0.0,5.0,2.0,
CHEMBL1576785,,,Small molecule,MOL,CC(C)(c1ccccc1)c1ccc(OCC2CO2)cc1,MHTUIBIYJWEQKA-UHFFFAOYSA-N,268.36,3.79,21.76,2.0,0.0,5.0,2.0,
CHEMBL1576824,,,Small molecule,MOL,CCC(C)Nc1nc(Cl)nc(N(C#N)CN2C(=O)c3ccccc3S2(=O)=O)n1,OMGBOSSCVRHNAO-UHFFFAOYSA-N,421.87,1.83,132.18,9.0,1.0,6.0,2.0,
CHEMBL1577004,,,Small molecule,MOL,CC1CCc2c(c3ccccc3n2C(=O)CCl)C1,XPSHOQZAOPEZGZ-UHFFFAOYSA-N,261.75,3.65,22.00,2.0,0.0,1.0,2.0,
CHEMBL1583292,,,Small molecule,MOL,Oc1[nH]c2ccc(Br)cc2c1N=NC(=S)N1CCOCC1,UVTGFBZARMYBIL-UHFFFAOYSA-N,369.24,3.34,73.21,4.0,2.0,1.0,2.0,
CHEMBL1583537,,,Small molecule,MOL,N#C/C(=C\c1ccc(O)c([N+](=O)[O-])c1)c1nc2ccccc2s1,LTPIGUOTELOGDK-YRNVUSSQSA-N,323.33,3.97,100.05,6.0,1.0,3.0,3.0,
CHEMBL1595403,,,Small molecule,MOL,COc1ccc(S(=O)(=O)Nc2c(O)ccc3ccccc23)cc1OC,URVWFIZXKWZNQS-UHFFFAOYSA-N,359.40,3.36,84.86,5.0,2.0,5.0,3.0,
CHEMBL1595409,,,Small molecule,MOL,Cc1ccc2c(c1)-c1c(ssc1=S)C(C)(C)N2C(=O)CSC1=NCCS1,GHNYZHCIEGHOSU-UHFFFAOYSA-N,438.69,5.93,32.67,7.0,0.0,2.0,2.0,
CHEMBL1600294,,,Small molecule,MOL,COc1cccc(-c2[nH]nc3c2C(c2ccc(C)o2)C(C#N)=C(N)O3)c1,XDXFDTWRMBZNAH-UHFFFAOYSA-N,348.36,3.20,110.09,6.0,2.0,3.0,3.0,
CHEMBL1600360,,,Small molecule,MOL,Cc1ccc(Sc2ncnc3onc(C)c23)cc1,ACUWADKKXFWDPY-UHFFFAOYSA-N,257.32,3.39,51.81,5.0,0.0,2.0,3.0,
