molecule_chembl_id,molecule_pref_name,max_phase,molecule_type,structure_type,metadata_canonical_smiles,standard_inchi_key,full_mwt,alogp,psa,hba,hbd,rtb,aromatic_rings,cx_logp
CHEMBL1487834,,,Small molecule,MOL,CCOC(=O)C1=C(O)c2ccccc2C(=O)/C1=C\c1ccc(CC)cc1,DWQTYVITKCUDOM-AQTBWJFISA-N,348.40,4.36,63.60,4.0,1.0,4.0,2.0,
CHEMBL1487851,,,Small molecule,MOL,COc1ccc(CNc2ccc3c[nH]nc3c2)c(OC)c1OC,DJSRWZHFNCGVPR-UHFFFAOYSA-N,313.36,3.20,68.40,5.0,2.0,6.0,3.0,
CHEMBL1490942,,,Small molecule,MOL,CCc1cc(C(=O)c2ccc(C)cc2)c(NC(=O)CCl)s1,RUOYSSXJCXTPGP-UHFFFAOYSA-N,321.83,4.03,46.17,3.0,1.0,5.0,2.0,
CHEMBL1491019,,,Small molecule,MOL,COc1ccc(C(=O)c2c(C(F)(F)F)oc3c2C(=O)c2ccccc2C3=O)cc1OC,OQUKXIHLWYORRF-UHFFFAOYSA-N,430.33,4.32,82.81,6.0,0.0,4.0,3.0,
CHEMBL1496231,,,Small molecule,MOL,COC(CNC(=O)c1ccc2c3c(onc13)-c1ccccc1C2=O)OC,HGMKBBRZPVVVKX-UHFFFAOYSA-N,352.35,2.39,90.66,6.0,1.0,5.0,3.0,
CHEMBL1496473,,,Small molecule,MOL,CC1=CC2(O)OCCN(CCO)C2=CC1=O,YXMHFHWBMRABDD-UHFFFAOYSA-N,225.24,-0.59,70.00,5.0,2.0,2.0,0.0,
CHEMBL1496534,,,Small molecule,MOL,Cc1ccc(S(=O)(=O)N2CC(c3cccc([N+](=O)[O-])c3)C(C(=O)C3CO3)=N2)cc1,KLKDJCSOJQMCRI-UHFFFAOYSA-N,415.43,2.02,122.48,7.0,0.0,6.0,2.0,
CHEMBL1496552,,,Small molecule,MOL,CCOc1ccc(-c2[nH]nc3c2C(c2ccc(O)cc2)C(C#N)=C(N)O3)cc1,OBQDGSURWPOOEY-UHFFFAOYSA-N,374.40,3.40,117.18,6.0,3.0,4.0,3.0,
CHEMBL1500035,,,Small molecule,MOL,CCc1ccc(/C=C/C(=O)C2C(=O)c3ccccc3C2=O)cc1,ANJMMLNYLVFNFX-VAWYXSNFSA-N,304.35,3.53,51.21,3.0,0.0,4.0,2.0,
CHEMBL1500227,,,Small molecule,MOL,CC(=O)n1cc(N(C(=O)CCl)c2ccc(C)cc2)c2ccccc21,NGYOGKGATBXFQL-UHFFFAOYSA-N,340.81,4.51,42.31,3.0,0.0,3.0,3.0,
CHEMBL1500315,,,Small molecule,MOL,N#C/C(=C\c1cccc(NC(=O)c2ccccc2Cl)c1)C(=O)NCCc1ccccc1,QDRCCHBMMLQUME-HMMYKYKNSA-N,429.91,4.86,81.99,3.0,2.0,7.0,3.0,
CHEMBL1500316,,,Small molecule,MOL,C=C[S+]([O-])c1sc(Cl)c(N2CCOCC2)c1[N+](=O)[O-],JMYKVYIOIYMTPA-UHFFFAOYSA-N,322.80,2.40,78.67,6.0,0.0,4.0,1.0,
CHEMBL1506757,,,Small molecule,MOL,Cc1cccc(CSc2nc3c(c(-c4cccs4)c2C#N)CN(C)CC3)c1,QCENJIAYKQQEPC-UHFFFAOYSA-N,391.57,5.27,39.92,5.0,0.0,4.0,3.0,
CHEMBL1523567,,,Small molecule,MOL,Cc1cc(C(=O)c2ccccc2)c(NC(=O)CCl)s1,RCSCXOWGVOJIIW-UHFFFAOYSA-N,293.78,3.46,46.17,3.0,1.0,4.0,2.0,
CHEMBL1523699,,,Small molecule,MOL,COC(=O)CS(=O)(=O)c1nnc([C@H](Cc2ccccc2)NC(=O)OC(C)(C)C)o1,OQDBMGNDSYELAE-ZDUSSCGKSA-N,425.46,1.82,137.69,9.0,1.0,7.0,2.0,
CHEMBL1535577,,,Small molecule,MOL,CC(Oc1ccc(F)cc1)C(=O)Oc1ccc(N(C)S(=O)(=O)c2ccccc2)cc1,FLJNVHAZJQTMLM-UHFFFAOYSA-N,429.47,4.02,72.91,5.0,0.0,7.0,3.0,
CHEMBL1535665,,,Small molecule,MOL,CCOC(=O)C1CCN(S(=O)(=O)c2c(Cl)ccc3nonc23)CC1,IVRFIEILCVIPFK-UHFFFAOYSA-N,373.82,1.84,102.60,7.0,0.0,4.0,2.0,
CHEMBL1539236,,,Small molecule,MOL,Cc1cccc(OCCN2CSC(=S)N(C)C2)c1,GGIWGCBBDSETJD-UHFFFAOYSA-N,282.43,2.55,15.71,4.0,0.0,4.0,1.0,
CHEMBL1539293,,,Small molecule,MOL,Cc1n[nH]c2c1C(c1ccc3c(c1)OCO3)C(C#N)=C(N)O2,WUWJNENIKBUUEP-UHFFFAOYSA-N,296.29,1.67,106.18,6.0,2.0,1.0,2.0,
CHEMBL1539522,,,Small molecule,MOL,Cc1ccc(NC(=O)c2nc(S(=O)(=O)Cc3ccccc3C)ncc2Cl)cc1C,IXFUGWXLNKEHKO-UHFFFAOYSA-N,429.93,4.28,89.02,5.0,1.0,5.0,3.0,
CHEMBL1545792,,,Small molecule,MOL,CCc1ccc2c(c1)C(NC(C)=O)C(=O)N2CCN1CCOCC1.Cl,VGSAKAXHLKUBTF-UHFFFAOYSA-N,367.88,1.10,61.88,4.0,1.0,5.0,1.0,
CHEMBL1545902,,,Small molecule,MOL,N=c1c2c(ncn1Cc1ccco1)Oc1ccc3ccccc3c1C2c1ccccc1,YIGBSQVLQFJCDF-UHFFFAOYSA-N,405.46,5.44,64.04,5.0,1.0,3.0,5.0,
CHEMBL1546205,,,Small molecule,MOL,O=c1c(Cl)c(Cl)cnn1Cc1nnc(-c2ccc(Cl)cc2)o1,JZLIRWOEBPNNEI-UHFFFAOYSA-N,357.58,3.30,73.81,6.0,0.0,3.0,3.0,
CHEMBL1546213,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1ccccc1OC)C(C#N)=C(N)O2,KPJRRWCLHUKDJO-UHFFFAOYSA-N,310.36,2.59,96.95,5.0,2.0,4.0,2.0,
CHEMBL1546217,,,Small molecule,MOL,COCc1n[nH]c2c1C1(CCSCC1)C(C#N)=C(N)O2,WNXWUQRVNFZHIJ-UHFFFAOYSA-N,292.36,1.41,96.95,6.0,2.0,2.0,1.0,
CHEMBL1557816,,,Small molecule,MOL,COc1cc(/C=C/c2sc3ccccc3[n+]2CCCS(=O)(=O)[O-])ccc1O,UJJHEUVQCGDQCV-UHFFFAOYSA-N,405.50,3.01,90.54,6.0,1.0,7.0,3.0,
CHEMBL1557820,,,Small molecule,MOL,Clc1ccc(-n2nnnc2Sc2ncnc3sccc23)cc1,FEXPLGPKTJVGOT-UHFFFAOYSA-N,346.83,3.47,69.38,8.0,0.0,3.0,4.0,
CHEMBL1557914,,,Small molecule,MOL,CC(=O)Oc1ccc(/C=C2/C(=O)N(c3ccccc3)N=C2C)cc1,BOFBRFGLVZDACG-LDADJPATSA-N,320.35,3.42,58.97,4.0,0.0,3.0,2.0,
CHEMBL1557927,,,Small molecule,MOL,CCOC(=O)Cc1n[nH]c2c1C(c1ccoc1)C(C#N)=C(N)O2,BRHXWARPMRFBJU-UHFFFAOYSA-N,314.30,1.33,127.16,7.0,2.0,4.0,2.0,
CHEMBL1557932,,,Small molecule,MOL,CC[n+]1c(/C=C2\C=C(C)CC(C)(C)C2)sc2ccccc21.[I-],FFXMFADACKSPTP-KRWCAOSLSA-M,425.38,5.36,3.88,1.0,0.0,2.0,2.0,
CHEMBL1562713,,,Small molecule,MOL,O=C(/C=C/c1cccs1)Nc1scc(-c2ccccc2)c1C(=O)O,BTURFDFZCYITAI-CMDGGOBGSA-N,355.44,4.83,66.40,4.0,2.0,5.0,3.0,
CHEMBL1568915,,,Small molecule,MOL,C/C(=C/CCC(C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CCC(=O)C(C)(C)[C@@H]1CC3)C(=O)O,KDCSSVADTHDYGI-NDEGSFCNSA-N,454.70,7.75,54.37,2.0,1.0,5.0,0.0,
CHEMBL1569134,,,Small molecule,MOL,COc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,RMIGZJMTESUXJZ-UHFFFAOYSA-N,322.75,1.35,59.08,5.0,0.0,3.0,1.0,
CHEMBL1578056,,,Small molecule,MOL,O=C1CCN(N=Nc2cccc(Cl)c2)N1,VSZYPZVSQQFQIS-UHFFFAOYSA-N,224.65,2.08,57.06,3.0,1.0,2.0,1.0,
CHEMBL1584687,,,Small molecule,MOL,O=C(c1c[nH]c(C(=O)C(Cl)(Cl)Cl)c1)c1ccccc1Br,ARLGWSBOWGUQGF-UHFFFAOYSA-N,395.47,4.56,49.93,2.0,1.0,3.0,2.0,
CHEMBL1584739,,,Small molecule,MOL,CCOc1ccc(NC(=O)C(c2ccccn2)N(C(=O)CCl)c2ccc(F)cc2)cc1,BPYQLEMEXSARLO-UHFFFAOYSA-N,441.89,4.57,71.53,4.0,1.0,8.0,3.0,
CHEMBL1590615,,,Small molecule,MOL,CCOC(=O)N1C(=O)[C@@](c2ccc(Cl)cc2)(C(C)C)N1C(=O)OCC,DCJJAVZZIGQNSD-KRWDZBQOSA-N,368.82,3.56,76.15,5.0,0.0,4.0,1.0,
CHEMBL1592492,,,Small molecule,MOL,O=C(CCl)Nc1sccc1C(=O)c1ccccc1,BJVLPJWFHQXLPZ-UHFFFAOYSA-N,279.75,3.16,46.17,3.0,1.0,4.0,2.0,
CHEMBL1601281,,,Small molecule,MOL,COc1ccc(C(=O)Nc2ccc(O)c3ccccc23)cc1,QNGPKBTZYMVTCH-UHFFFAOYSA-N,293.32,3.81,58.56,3.0,2.0,3.0,3.0,
CHEMBL1607648,,,Small molecule,MOL,Cc1nc2c(-c3ccc(F)cc3)c(C)nn2c(O)c1Cl,XCROVGPZIMJLSG-UHFFFAOYSA-N,291.71,3.51,50.42,4.0,1.0,1.0,3.0,
CHEMBL1607696,,,Small molecule,MOL,O=Cc1sc(=O)n(Cc2cccc(C(=O)O)c2)c1Cl,SGGCSXYJKYZSGF-UHFFFAOYSA-N,297.72,2.12,76.37,5.0,1.0,4.0,2.0,
CHEMBL1707033,,,Small molecule,MOL,COc1ccc(OC)c(Nc2cc3ccccc3c(O)n2)c1,BGVBMPDMXJVVSC-UHFFFAOYSA-N,296.33,3.70,63.61,5.0,2.0,4.0,3.0,
CHEMBL1707500,,,Small molecule,MOL,COc1ccccc1C(NC(C)=O)c1c(O)ccc2ccc(O)cc12,XPAPMGLCUGKXJM-UHFFFAOYSA-N,337.38,3.49,78.79,4.0,3.0,4.0,3.0,
CHEMBL1726348,,,Small molecule,MOL,O=C(C1=C(N2CCCC2)CCc2ccccc21)c1cccc(Br)c1,IIRJQWDJKLERDY-UHFFFAOYSA-N,382.30,5.09,20.31,2.0,0.0,3.0,2.0,
CHEMBL2003651,,,Small molecule,MOL,O=C(O)c1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccccc3F)C(=O)c3ccccc32)cc1,LWAKZCIYRXJCJV-LHLOQNFPSA-N,450.45,3.89,112.90,5.0,2.0,5.0,3.0,
CHEMBL2004417,,,Small molecule,MOL,O=[N+]([O-])c1cc(/C=N/Nc2nc3ccccc3[nH]2)c(O)cc1O,XEZBAUXNVJCZGE-VIZOYTHASA-N,313.27,2.33,136.67,7.0,4.0,4.0,3.0,
CHEMBL2005996,,,Small molecule,MOL,C/C(CC(=O)NCc1ccco1)=N\NC(=O)c1ccc([N+](=O)[O-])cc1Cl,FQIPNGKYDOTFBQ-VXLYETTFSA-N,378.77,2.65,126.84,6.0,2.0,7.0,2.0,
CHEMBL2006893,,,Small molecule,MOL,COc1cc(OC)cc(C(=O)N/N=C(\C)CC(=O)Nc2ccccn2)c1,HLQRERPUHFKYSX-CIAFOILYSA-N,356.38,2.23,101.91,6.0,2.0,7.0,2.0,
CHEMBL3144828,,,Small molecule,MOL,COc1ccc(-c2cc(=O)n(-c3ccc([N+](=O)[O-])cc3)[nH]2)cc1,JOVRGUDJBLTHAM-UHFFFAOYSA-N,311.30,2.75,90.16,5.0,1.0,4.0,3.0,
CHEMBL3144874,,,Small molecule,MOL,Cc1[nH]n(-c2ccccc2)c(=O)c1C(C[N+](=O)[O-])c1ccc(F)cc1,ZTFMVIJOPZLWHX-UHFFFAOYSA-N,341.34,3.02,80.93,4.0,1.0,5.0,3.0,
CHEMBL3145176,,,Small molecule,MOL,Cc1nn(-c2ccc(F)cc2)c(O)c1C(c1cccc(O)c1)c1c(C)[nH]n(-c2ccc(F)cc2)c1=O,PVDRTWQENMSXKL-UHFFFAOYSA-N,488.49,4.84,96.07,6.0,3.0,5.0,5.0,
CHEMBL3192605,,,Small molecule,MOL,Oc1ccc(/C=N/c2ccc3ncccc3c2)c(O)c1,UOPYWJIBUUJJDQ-VCHYOVAHSA-N,264.28,3.40,65.71,4.0,2.0,2.0,3.0,
CHEMBL3192957,,,Small molecule,MOL,O=C(Cc1cc(O)n[nH]1)N/N=C/C(Cl)=C/c1ccccc1,FBZXVLKGAAWMCE-UIGHHBECSA-N,304.74,2.04,90.37,4.0,3.0,5.0,2.0,
CHEMBL3195410,,,Small molecule,MOL,CCc1ccc(S(=O)(=O)/N=C2\C=C(Nc3ccc(C(=O)O)cc3)C(=O)c3ccccc32)cc1,OQGQFSTZZPLSSR-HPNDGRJYSA-N,460.51,4.32,112.90,5.0,2.0,6.0,3.0,
CHEMBL3195577,,,Small molecule,MOL,C/C(CC(=O)Nc1cc(C)ccn1)=N\NC(=O)c1cccc(C)c1,ABKVUTDWVSGKNK-KGENOOAVSA-N,324.38,2.83,83.45,4.0,2.0,5.0,2.0,
CHEMBL463175,CEPHALOCHROMIN,,Small molecule,MOL,CC1CC(=O)c2c(cc3c(-c4c(O)cc(O)c5c(O)c6c(cc45)OC(C)CC6=O)c(O)cc(O)c3c2O)O1,JGQBYBXYRUCBQY-UHFFFAOYSA-N,518.47,4.60,173.98,10.0,6.0,1.0,4.0,
CHEMBL566068,,,Small molecule,MOL,Oc1cc(-c2ccc(Cl)c(Cl)c2)[nH]n1,ANMVQJHGOQOZLG-UHFFFAOYSA-N,229.07,3.09,48.91,2.0,2.0,1.0,2.0,
CHEMBL600734,,,Small molecule,MOL,CC(=O)N(Cc1ccc(F)cc1)C1=C(NCc2ccccc2)C(=O)c2ccccc2C1=O,COATXBHZYVUJQP-UHFFFAOYSA-N,428.46,4.25,66.48,4.0,1.0,6.0,3.0,
CHEMBL1200938,METHYSERGIDE MALEATE,4.0,Small molecule,MOL,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1.O=C(O)/C=C\C(=O)O,LWYXFDXUMVEZKS-ZVFOLQIPSA-N,469.54,1.94,57.50,4.0,2.0,4.0,2.0,
CHEMBL1302625,,,Small molecule,MOL,CCOC(=O)Cc1c(O)oc2nnc(C)c-2c1C,JPUBMECPJVTNOW-UHFFFAOYSA-N,250.25,1.60,85.45,6.0,1.0,3.0,0.0,
CHEMBL1302639,,,Small molecule,MOL,Cc1c(C#N)c(NC(=O)CCl)n(Cc2ccc(F)cc2)c1C,MIGWOHWMEGTJLT-UHFFFAOYSA-N,319.77,3.34,57.82,3.0,1.0,4.0,2.0,
CHEMBL1309228,,,Small molecule,MOL,CS(=O)(=O)c1ccc(C(=O)OCc2nnc(-c3ccccc3)o2)cc1[N+](=O)[O-],FQHLMXHNMDYRBH-UHFFFAOYSA-N,403.37,2.41,142.50,9.0,0.0,6.0,3.0,
CHEMBL1309290,,,Small molecule,MOL,Cn1c(-c2ccccc2)c(C(=O)CCl)c2ccccc21,HOAGPQCXLQZDIU-UHFFFAOYSA-N,283.76,4.27,22.00,2.0,0.0,3.0,3.0,
CHEMBL1309419,,,Small molecule,MOL,COc1ccc(C(=O)n2nnc3ccccc32)cc1Br,XLPOTRXTNFLNRD-UHFFFAOYSA-N,332.16,2.89,57.01,5.0,0.0,2.0,3.0,
CHEMBL1309645,,,Small molecule,MOL,O=C(NCc1ccco1)/C(=C/c1cccc(C(F)(F)F)c1)c1nc2ccccc2[nH]1,VINPCDGKFFXKCS-SFQUDFHCSA-N,411.38,5.03,70.92,3.0,2.0,5.0,4.0,
CHEMBL1321365,,,Small molecule,MOL,N#CC1=C(N)Oc2[nH]nc(-c3ccccc3)c2C1c1ccncc1,OYKPAWSIQBRZMV-UHFFFAOYSA-N,315.34,2.69,100.61,5.0,2.0,2.0,3.0,
CHEMBL1321472,,,Small molecule,MOL,O=C1c2ccccc2-c2c1nc1c([n+]2[O-])CCCC1,PNIKHLCUAKVTMF-UHFFFAOYSA-N,252.27,1.81,56.90,3.0,0.0,0.0,2.0,
CHEMBL1322995,,,Small molecule,MOL,CCc1nnc(NC(=O)c2nc(S(=O)(=O)Cc3ccc(C)cc3)ncc2Cl)s1,FOXFRKFRLOEANC-UHFFFAOYSA-N,437.93,3.08,114.80,8.0,1.0,6.0,3.0,
CHEMBL1326529,,,Small molecule,MOL,COc1cccc(NC(=O)c2cnc(SCC(=O)NCC3CCCO3)n(C)c2=O)c1,NDDIRDJWWNMGPF-UHFFFAOYSA-N,432.50,1.43,111.55,8.0,2.0,8.0,2.0,
CHEMBL1326534,,,Small molecule,MOL,COc1cc(C2C(C#N)=C(N)Oc3[nH]nc(C)c32)cc2c1OCO2,LPGXZJZZSOFQSD-UHFFFAOYSA-N,326.31,1.67,115.41,7.0,2.0,2.0,2.0,
CHEMBL1328462,,,Small molecule,MOL,COc1ccc(-c2cc(C(F)(F)F)nc(S(=O)(=O)CCCC(=O)Nc3cccc(O)c3)n2)cc1OC,FECLPXHPCIECQQ-UHFFFAOYSA-N,525.51,4.08,127.71,8.0,2.0,9.0,3.0,
CHEMBL1329726,,,Small molecule,MOL,COc1cc(NC2CCCCC2O)c2nc(-c3ccc(Cl)cc3)ccc2c1,CGOLNLWHMQSTSZ-UHFFFAOYSA-N,382.89,5.28,54.38,4.0,2.0,4.0,3.0,
CHEMBL1333268,,,Small molecule,MOL,COc1ccc(N2C(=O)C(Cl)=C(Oc3cccc(OC)c3)C2=O)cc1,OUSZOSMRRUQPIA-UHFFFAOYSA-N,359.77,3.11,65.07,5.0,0.0,5.0,2.0,
CHEMBL1333634,,,Small molecule,MOL,Cc1ccc(N/C([S-])=C(/C(=O)c2ccc(F)cc2)[n+]2ccccc2)cc1,HVRZYBVQGWHGBU-UHFFFAOYSA-N,364.45,4.09,32.98,3.0,1.0,5.0,3.0,
CHEMBL1338846,,,Small molecule,MOL,Cc1n[nH]c2c1C1(CCN(C(=O)c3ccccc3)CC1)C(C#N)=C(N)O2,JCWNUCWGMSXRTB-UHFFFAOYSA-N,349.39,1.98,108.03,5.0,2.0,1.0,2.0,
CHEMBL1338987,,,Small molecule,MOL,COc1ccc(N=C(S)NC(NC(=O)CCl)C(Cl)(Cl)Cl)c([N+](=O)[O-])c1,TWMHWKSQBWNAGL-UHFFFAOYSA-N,450.13,3.16,105.86,5.0,3.0,6.0,1.0,
CHEMBL1349535,,,Small molecule,MOL,CC1(C)c2ssc(=S)c2-c2ccccc2N1C(=O)CSC1=NCCS1,YLZFDDXCXXQVTH-UHFFFAOYSA-N,424.66,5.62,32.67,7.0,0.0,2.0,2.0,
CHEMBL1349637,,,Small molecule,MOL,COC(=O)COc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1,GSMBUENEANXJIL-UHFFFAOYSA-N,372.38,1.89,133.35,7.0,4.0,6.0,3.0,
CHEMBL1349646,,,Small molecule,MOL,Cc1ccc2c(c1)c1c3n2CCN(C(=O)CCl)C3CCC1,GFAMGQKPRPMKPF-UHFFFAOYSA-N,302.81,3.41,25.24,2.0,0.0,1.0,2.0,
CHEMBL1349651,,,Small molecule,MOL,COc1cc(OC)cc(C2C(C#N)=C(N)Oc3[nH]nc(-c4cccnc4)c32)c1,NXQURLNDKRLTJL-UHFFFAOYSA-N,375.39,2.71,119.07,7.0,2.0,4.0,3.0,
CHEMBL1361500,,,Small molecule,MOL,Cc1cc(C)cc(Oc2coc3cc(OC(=O)c4cccs4)ccc3c2=O)c1,BBHGOGWYKOOQFU-UHFFFAOYSA-N,392.43,5.48,65.74,6.0,0.0,4.0,4.0,
CHEMBL1373049,,,Small molecule,MOL,O=C(O)CN1C(=O)/C(=C\c2cccc(OC(=O)c3ccco3)c2)SC1=S,XASBEHKDPVRWHX-MDWZMJQESA-N,389.41,2.78,97.05,7.0,1.0,5.0,2.0,
CHEMBL1382562,,,Small molecule,MOL,Cc1cc(C)c(C(CC(=O)c2cccs2)C(C#N)C#N)c(C)c1,WGUXTEJRUXRZSE-UHFFFAOYSA-N,322.43,4.69,64.65,4.0,0.0,5.0,2.0,
CHEMBL1382760,,,Small molecule,MOL,CC(=O)c1cc(O)c2ccccc2c1O,CKLPUCARSNJTSJ-UHFFFAOYSA-N,202.21,2.45,57.53,3.0,2.0,1.0,2.0,
CHEMBL1389273,,,Small molecule,MOL,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccncc1,CBTGLXLKNNEDIS-UHFFFAOYSA-N,321.37,2.75,100.61,6.0,2.0,2.0,3.0,
CHEMBL1389296,,,Small molecule,MOL,COc1ccc(C(c2c(C)n[nH]c2O)c2c(C)n[nH]c2O)cc1Br,UWASQDVISCGIGR-UHFFFAOYSA-N,393.24,3.11,107.05,5.0,4.0,4.0,3.0,
CHEMBL1389371,,,Small molecule,MOL,CCCCNC(=O)c1c(N)n(Cc2ccc3c(c2)OCO3)c2nc3ccccc3nc12,ZFBNEONZIBBYDW-UHFFFAOYSA-N,417.47,3.47,104.29,7.0,2.0,6.0,4.0,
CHEMBL1389480,,,Small molecule,MOL,CCCCCCCN(C(=O)CCl)c1ccccc1C,UOBTZDWYQBWSHF-UHFFFAOYSA-N,281.83,4.54,20.31,1.0,0.0,8.0,1.0,
CHEMBL1389505,,,Small molecule,MOL,COc1ccc(C2NC(S)=NC3=C2CCc2ccccc23)cc1OC,UPWWMFGRFVAGGJ-UHFFFAOYSA-N,352.46,3.99,42.85,4.0,2.0,3.0,2.0,
CHEMBL1389508,,,Small molecule,MOL,N#Cc1c(Cl)c(Cl)c2nnc(-c3ccc(Br)cc3)n2c1Cl,JRVFTZOQBIHIEK-UHFFFAOYSA-N,402.47,4.99,53.98,4.0,0.0,1.0,3.0,
CHEMBL1389509,,,Small molecule,MOL,Cl.OC(COC(c1ccc(Cl)cc1)c1ccc(Cl)cc1)CN1CCc2ccccc2C1,JGLQFGYYRUKNRX-UHFFFAOYSA-N,478.85,5.52,32.70,3.0,1.0,7.0,3.0,
CHEMBL1401000,,,Small molecule,MOL,CCCc1n[nH]c2c1C(c1ccc(OC(=O)c3ccco3)cc1)C(C#N)=C(N)O2,JHGJCBBDIBIKPL-UHFFFAOYSA-N,390.40,3.39,127.16,7.0,2.0,5.0,3.0,
CHEMBL1401259,,,Small molecule,MOL,N#CC1=C(N)Oc2[nH]nc(-c3cccs3)c2C1c1ccccc1C(=O)O,MBCDSNRTILSULC-UHFFFAOYSA-N,364.39,3.05,125.02,6.0,3.0,3.0,3.0,
CHEMBL1405964,,,Small molecule,MOL,CCCCn1c(NS(=O)(=O)c2ccccc2)c(S(=O)(=O)c2ccc(C)cc2)c2nc3ccccc3nc21,GCZZEBZXVDWJBN-UHFFFAOYSA-N,534.66,5.33,111.02,7.0,1.0,8.0,5.0,
CHEMBL1412588,,,Small molecule,MOL,Cc1n[nH]c(O)c1C(c1cc(Br)ccc1O)c1c(C)n[nH]c1O,LYCWVZWZPZVDGG-UHFFFAOYSA-N,379.21,2.81,118.05,5.0,5.0,3.0,3.0,
CHEMBL1428623,,,Small molecule,MOL,C=C(C)CN=C(S)N=Nc1c(O)[nH]c2ccc([N+](=O)[O-])cc12,VZHVRBLJETVDGX-UHFFFAOYSA-N,319.35,3.73,116.24,5.0,3.0,4.0,2.0,
CHEMBL1428758,,,Small molecule,MOL,O=c1c(Cl)c(Cl)cnn1Cc1ccc(F)cc1,LLNJUQCJFCJEPC-UHFFFAOYSA-N,273.09,2.74,34.89,3.0,0.0,2.0,2.0,
CHEMBL1428823,,,Small molecule,MOL,O=C(c1ccco1)c1coc2c1cc(O)c1ccccc12,VPBFJKVUERJIDN-UHFFFAOYSA-N,278.26,4.12,63.58,4.0,1.0,2.0,4.0,
CHEMBL1428977,,,Small molecule,MOL,CC(C)(C)OC(=O)N1CC=C2C(C#N)=C(N)C(C#N)(C#N)C(c3cccs3)C2C1,QOWGMCXQCWRTDH-UHFFFAOYSA-N,407.50,3.41,126.93,7.0,1.0,1.0,1.0,
CHEMBL1429018,,,Small molecule,MOL,O=C(CSC1=NCCS1)Nc1ccc(S(=O)(=O)NC2CCCCC2)cc1,HUQICFFPOZJAEC-UHFFFAOYSA-N,413.59,3.07,87.63,6.0,2.0,6.0,1.0,
CHEMBL1440300,,,Small molecule,MOL,O=C(Nc1ccccc1Cl)/C(Cl)=C(\Cl)[S+]([O-])c1ccccc1,QDVKVCVAEINLGA-YPKPFQOOSA-N,374.68,4.73,52.16,2.0,1.0,4.0,2.0,
CHEMBL1440303,,,Small molecule,MOL,CNC(=O)c1nnsc1[S+]([O-])c1ccc(Cl)cc1,QUIPMCDJRFFKGK-UHFFFAOYSA-N,301.78,1.72,77.94,5.0,1.0,3.0,2.0,
CHEMBL1445135,,,Small molecule,MOL,CCOC(=O)Cc1n[nH]c2c1C(c1cc(OC)ccc1OC)C(C#N)=C(N)O2,LILOENSWCWHNFU-UHFFFAOYSA-N,384.39,1.75,132.48,8.0,2.0,6.0,2.0,
CHEMBL1445192,,,Small molecule,MOL,COc1cccc(-c2[nH]nc3c2C(c2ccoc2)C(C#N)=C(N)O3)c1,BFSGOLWAUQDRDV-UHFFFAOYSA-N,334.34,2.90,110.09,6.0,2.0,3.0,3.0,
CHEMBL1451681,,,Small molecule,MOL,Cc1ccc(-n2nc(C)c3c2OC(N)=C(C#N)C3c2ccc(C)o2)cc1,IICOMBXZPLOYOG-UHFFFAOYSA-N,346.39,3.61,90.00,6.0,1.0,2.0,3.0,
CHEMBL1451917,,,Small molecule,MOL,O=C(O)c1ccc(-n2c(=O)c3ccccc3c3ccccc3c2=O)cc1,RQHPZTXKUDWDBO-UHFFFAOYSA-N,343.34,3.20,76.37,4.0,1.0,2.0,4.0,
CHEMBL1451931,,,Small molecule,MOL,O=C1C=C(NCc2ccccc2)c2ccccc2C1=O,KXFKWUFYZQYBFH-UHFFFAOYSA-N,263.30,2.58,46.17,3.0,1.0,3.0,2.0,
CHEMBL1451942,,,Small molecule,MOL,CCN(CC)CCN1C(=O)C(O)=C(C(C)=O)C1c1ccccc1[N+](=O)[O-],MKCHLZOISJTFDG-UHFFFAOYSA-N,361.40,2.22,103.99,6.0,1.0,8.0,1.0,
CHEMBL1452114,,,Small molecule,MOL,CCCCCc1cc(=O)oc2c(C(CCN3CCCC(C)C3)c3ccc(N(C)C)cc3)c(OC)cc(OC)c12,XSULJBUFDAGKHO-UHFFFAOYSA-N,534.74,6.86,55.15,6.0,0.0,12.0,3.0,
CHEMBL1467745,,,Small molecule,MOL,O=C(c1cccs1)[C@@H]1[C@@H]2C(=O)N(Cc3ccc4c(c3)OCO4)C(=O)[C@@H]2C2c3ccccc3C=CN21,RZXFEJQTFGXPQQ-UZLDWMDBSA-N,484.53,3.87,76.15,7.0,0.0,4.0,3.0,
CHEMBL1467760,,,Small molecule,MOL,Cc1cc(C(=O)CCl)c(C)n1CCc1ccc(Cl)cc1,PBBZQGGDDNSZDP-UHFFFAOYSA-N,310.22,4.42,22.00,2.0,0.0,5.0,2.0,
