activity_id,assay_chembl_id,assay_description,canonical_smiles,document_chembl_id,molecule_chembl_id,pchembl_value,relation,standard_relation,standard_type,standard_units,standard_value,target_chembl_id,type,units,value,standard_value_nM,pEC50,activity_label,normalized_smiles
6776719,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(=O)N1CCC2(CC1)C(C#N)=C(N)Oc1[nH]nc(CSc3ccc(C)cc3)c12,CHEMBL1201862,CHEMBL1462950,5.54,=,=,EC50,nM,2900.0,CHEMBL1741171,EC50,uM,2.9,2900.0,5.537602002101044,weak_or_moderate,CC(=O)N1CCC2(CC1)C(C#N)=C(N)Oc1[nH]nc(CSc3ccc(C)cc3)c12
6776720,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(F)cc1,CHEMBL1201862,CHEMBL1733474,7.33,=,=,EC50,nM,46.6,CHEMBL1741171,EC50,uM,0.0466,46.6,7.33161408331,potent,O=S(=O)(Nc1ccc(O)c2ccccc12)c1ccc(F)cc1
6776721,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COC(=O)Cc1n[nH]c2c1C(c1ccc(O)c(OC)c1)C(C#N)=C(N)O2,CHEMBL1201862,CHEMBL1602856,5.54,=,=,EC50,nM,2880.0,CHEMBL1741171,EC50,uM,2.88,2880.0,5.5406075122407685,weak_or_moderate,COC(=O)Cc1n[nH]c2c1C(c1ccc(O)c(OC)c1)C(C#N)=C(N)O2
6776722,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CN(C)C(=S)N=Nc1[nH]c2ccccc2c1O,CHEMBL1201862,CHEMBL1564250,5.22,=,=,EC50,nM,6070.0,CHEMBL1741171,EC50,uM,6.07,6070.0,5.216811308924743,weak_or_moderate,CN(C)C(=S)N=Nc1[nH]c2ccccc2c1O
6776723,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccccc1/N=C1\C(Cl)=C(O)OC1OC(=O)c1ccco1,CHEMBL1201862,CHEMBL3214610,4.94,=,=,EC50,nM,11400.0,CHEMBL1741171,EC50,uM,11.4,11400.0,4.943095148663527,weak_or_moderate,Cc1ccccc1/N=C1\C(Cl)=C(O)OC1OC(=O)c1ccco1
6776724,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1ccc(O)c(/N=C/C2=C(O)c3ccccc3C2=O)c1,CHEMBL1201862,CHEMBL1991885,6.67,=,=,EC50,nM,216.0,CHEMBL1741171,EC50,uM,0.216,216.0,6.665546248849069,potent,Cc1ccc(O)c(/N=C/C2=C(O)c3ccccc3C2=O)c1
6776725,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",Cc1cc2c3c(c1)C(C)CC(C)(C)N3C(=O)C2=C(C#N)C#N,CHEMBL1201862,CHEMBL1549114,5.65,=,=,EC50,nM,2220.0,CHEMBL1741171,EC50,uM,2.22,2220.0,5.653647025549361,weak_or_moderate,Cc1cc2c3c(c1)C(C)CC(C)(C)N3C(=O)C2=C(C#N)C#N
6776726,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2,CHEMBL1201862,CHEMBL1510156,7.33,=,=,EC50,nM,47.0,CHEMBL1741171,EC50,uM,0.047,47.0,7.327902142064282,potent,CC(NC(=O)Cn1ncc(Cl)c(Cl)c1=O)C12CC3CC(CC(C3)C1)C2
6776727,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",CCCCCCOC(=O)c1ccccc1NC(=O)/C=C/C(=O)O,CHEMBL1201862,CHEMBL1312285,5.47,=,=,EC50,nM,3410.0,CHEMBL1741171,EC50,uM,3.41,3410.0,5.467245621007502,weak_or_moderate,CCCCCCOC(=O)c1ccccc1NC(=O)/C=C/C(=O)O
6776728,CHEMBL1794426,"PUBCHEM_BIOASSAY: Fluorescence Cell-Free Homogeneous Dose Retest to Identify Inhibitors of RecA-Intein Splicing Activity. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2097, AID2223, AID489010, AID492950]",COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4,CHEMBL1201862,CHEMBL1330951,4.85,=,=,EC50,nM,14000.0,CHEMBL1741171,EC50,uM,14.0,14000.0,4.853871964321762,weak_or_moderate,COc1c(O)ccc2c1CN1CCc3cc4c(cc3C1C2)OCO4
