molecule_chembl_id,n_records,median_ec50_nM,min_ec50_nM,max_ec50_nM,median_pEC50,activity_label
CHEMBL1411089,1,10200.0,10200.0,10200.0,4.991399828238082,weak_or_moderate
CHEMBL1442141,1,10200.0,10200.0,10200.0,4.991399828238082,weak_or_moderate
CHEMBL1496473,1,10200.0,10200.0,10200.0,4.991399828238082,weak_or_moderate
CHEMBL1308058,1,10300.0,10300.0,10300.0,4.987162775294828,weak_or_moderate
CHEMBL1334860,1,10300.0,10300.0,10300.0,4.987162775294828,weak_or_moderate
CHEMBL1981002,1,10300.0,10300.0,10300.0,4.987162775294828,weak_or_moderate
CHEMBL3190218,1,10300.0,10300.0,10300.0,4.987162775294828,weak_or_moderate
CHEMBL1165723,1,10400.0,10400.0,10400.0,4.982966660701219,weak_or_moderate
CHEMBL1410091,1,10400.0,10400.0,10400.0,4.982966660701219,weak_or_moderate
CHEMBL3194415,1,10400.0,10400.0,10400.0,4.982966660701219,weak_or_moderate
CHEMBL1372651,1,10500.0,10500.0,10500.0,4.978810700930062,weak_or_moderate
CHEMBL1385433,1,10500.0,10500.0,10500.0,4.978810700930062,weak_or_moderate
CHEMBL1586948,1,10500.0,10500.0,10500.0,4.978810700930062,weak_or_moderate
CHEMBL3197999,1,10500.0,10500.0,10500.0,4.978810700930062,weak_or_moderate
CHEMBL1301371,1,10600.0,10600.0,10600.0,4.97469413473523,weak_or_moderate
CHEMBL1393716,1,10600.0,10600.0,10600.0,4.97469413473523,weak_or_moderate
CHEMBL1476225,1,10600.0,10600.0,10600.0,4.97469413473523,weak_or_moderate
CHEMBL1497120,1,10600.0,10600.0,10600.0,4.97469413473523,weak_or_moderate
CHEMBL1562713,1,10600.0,10600.0,10600.0,4.97469413473523,weak_or_moderate
CHEMBL3193349,1,10600.0,10600.0,10600.0,4.97469413473523,weak_or_moderate
CHEMBL1333268,1,10700.0,10700.0,10700.0,4.97061622231479,weak_or_moderate
CHEMBL1351490,1,10700.0,10700.0,10700.0,4.97061622231479,weak_or_moderate
CHEMBL1465185,1,10700.0,10700.0,10700.0,4.97061622231479,weak_or_moderate
CHEMBL1525860,1,10700.0,10700.0,10700.0,4.97061622231479,weak_or_moderate
CHEMBL207931,1,10700.0,10700.0,10700.0,4.97061622231479,weak_or_moderate
CHEMBL1333487,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1363844,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1398450,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1418884,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1533269,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1533867,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1720482,1,10800.0,10800.0,10800.0,4.966576244513051,weak_or_moderate
CHEMBL1328510,2,10850.0,10600.0,11100.0,4.9646855779742864,weak_or_moderate
CHEMBL1322557,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1332955,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1453368,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1471088,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1548297,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1579455,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1584397,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1589428,1,10900.0,10900.0,10900.0,4.962573502059376,weak_or_moderate
CHEMBL1341835,1,11000.0,11000.0,11000.0,4.958607314841775,weak_or_moderate
CHEMBL1344648,1,11000.0,11000.0,11000.0,4.958607314841775,weak_or_moderate
CHEMBL1428407,1,11000.0,11000.0,11000.0,4.958607314841775,weak_or_moderate
CHEMBL1607648,1,11000.0,11000.0,11000.0,4.958607314841775,weak_or_moderate
CHEMBL3145111,1,11000.0,11000.0,11000.0,4.958607314841775,weak_or_moderate
CHEMBL1305092,1,11100.0,11100.0,11100.0,4.954677021213342,weak_or_moderate
CHEMBL1445675,1,11100.0,11100.0,11100.0,4.954677021213342,weak_or_moderate
CHEMBL1586439,1,11100.0,11100.0,11100.0,4.954677021213342,weak_or_moderate
CHEMBL1598857,1,11100.0,11100.0,11100.0,4.954677021213342,weak_or_moderate
CHEMBL3198175,1,11100.0,11100.0,11100.0,4.954677021213342,weak_or_moderate
CHEMBL1378851,1,11200.0,11200.0,11200.0,4.950781977329818,weak_or_moderate
CHEMBL1389505,1,11200.0,11200.0,11200.0,4.950781977329818,weak_or_moderate
CHEMBL1400437,1,11200.0,11200.0,11200.0,4.950781977329818,weak_or_moderate
CHEMBL1407401,1,11200.0,11200.0,11200.0,4.950781977329818,weak_or_moderate
CHEMBL1500315,1,11200.0,11200.0,11200.0,4.950781977329818,weak_or_moderate
CHEMBL1538212,1,11200.0,11200.0,11200.0,4.950781977329818,weak_or_moderate
CHEMBL1328462,1,11300.0,11300.0,11300.0,4.94692155651658,weak_or_moderate
CHEMBL1419252,1,11300.0,11300.0,11300.0,4.94692155651658,weak_or_moderate
CHEMBL1428758,1,11300.0,11300.0,11300.0,4.94692155651658,weak_or_moderate
CHEMBL1351159,1,11400.0,11400.0,11400.0,4.943095148663527,weak_or_moderate
CHEMBL1405287,1,11400.0,11400.0,11400.0,4.943095148663527,weak_or_moderate
CHEMBL1467136,1,11400.0,11400.0,11400.0,4.943095148663527,weak_or_moderate
CHEMBL1522349,1,11400.0,11400.0,11400.0,4.943095148663527,weak_or_moderate
CHEMBL3214610,1,11400.0,11400.0,11400.0,4.943095148663527,weak_or_moderate
CHEMBL1361855,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL1410631,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL1429937,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL1430473,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL1432524,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL1502394,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL388590,1,11500.0,11500.0,11500.0,4.939302159646388,weak_or_moderate
CHEMBL1341981,1,11600.0,11600.0,11600.0,4.935542010773082,weak_or_moderate
CHEMBL1481657,1,11600.0,11600.0,11600.0,4.935542010773082,weak_or_moderate
CHEMBL1483870,1,11600.0,11600.0,11600.0,4.935542010773082,weak_or_moderate
CHEMBL1794141,1,11600.0,11600.0,11600.0,4.935542010773082,weak_or_moderate
CHEMBL456881,1,11600.0,11600.0,11600.0,4.935542010773082,weak_or_moderate
CHEMBL1350958,1,11700.0,11700.0,11700.0,4.931814138253839,weak_or_moderate
CHEMBL1379918,1,11700.0,11700.0,11700.0,4.931814138253839,weak_or_moderate
CHEMBL1416713,1,11700.0,11700.0,11700.0,4.931814138253839,weak_or_moderate
CHEMBL1496705,1,11700.0,11700.0,11700.0,4.931814138253839,weak_or_moderate
CHEMBL1510599,1,11700.0,11700.0,11700.0,4.931814138253839,weak_or_moderate
CHEMBL1576754,1,11700.0,11700.0,11700.0,4.931814138253839,weak_or_moderate
CHEMBL1339869,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1393283,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1420811,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1494762,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1538652,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1558461,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1583024,1,11800.0,11800.0,11800.0,4.928117992693875,weak_or_moderate
CHEMBL1471907,1,11900.0,11900.0,11900.0,4.924453038607469,weak_or_moderate
CHEMBL1532174,1,11900.0,11900.0,11900.0,4.924453038607469,weak_or_moderate
CHEMBL1576785,1,11900.0,11900.0,11900.0,4.924453038607469,weak_or_moderate
CHEMBL1303970,1,12000.0,12000.0,12000.0,4.920818753952375,weak_or_moderate
CHEMBL1308879,1,12000.0,12000.0,12000.0,4.920818753952375,weak_or_moderate
CHEMBL1366795,1,12000.0,12000.0,12000.0,4.920818753952375,weak_or_moderate
CHEMBL1462872,1,12000.0,12000.0,12000.0,4.920818753952375,weak_or_moderate
CHEMBL3144984,1,12000.0,12000.0,12000.0,4.920818753952375,weak_or_moderate
CHEMBL1302463,1,12100.0,12100.0,12100.0,4.91721462968355,weak_or_moderate
CHEMBL1373799,1,12100.0,12100.0,12100.0,4.91721462968355,weak_or_moderate
CHEMBL1374291,1,12100.0,12100.0,12100.0,4.91721462968355,weak_or_moderate
CHEMBL1421972,1,12100.0,12100.0,12100.0,4.91721462968355,weak_or_moderate
CHEMBL1456352,1,12100.0,12100.0,12100.0,4.91721462968355,weak_or_moderate
CHEMBL3185958,1,12100.0,12100.0,12100.0,4.91721462968355,weak_or_moderate
CHEMBL1332768,1,12200.0,12200.0,12200.0,4.913640169325252,weak_or_moderate
CHEMBL1413374,1,12200.0,12200.0,12200.0,4.913640169325252,weak_or_moderate
CHEMBL1519030,1,12200.0,12200.0,12200.0,4.913640169325252,weak_or_moderate
CHEMBL327574,1,12200.0,12200.0,12200.0,4.913640169325252,weak_or_moderate
CHEMBL1429260,1,12300.0,12300.0,12300.0,4.910094888560602,weak_or_moderate
CHEMBL1439983,1,12300.0,12300.0,12300.0,4.910094888560602,weak_or_moderate
CHEMBL1503995,1,12300.0,12300.0,12300.0,4.910094888560602,weak_or_moderate
CHEMBL1563864,1,12300.0,12300.0,12300.0,4.910094888560602,weak_or_moderate
CHEMBL1996376,1,12300.0,12300.0,12300.0,4.910094888560602,weak_or_moderate
CHEMBL1386277,1,12400.0,12400.0,12400.0,4.906578314837765,weak_or_moderate
CHEMBL1430827,1,12400.0,12400.0,12400.0,4.906578314837765,weak_or_moderate
CHEMBL1557622,1,12400.0,12400.0,12400.0,4.906578314837765,weak_or_moderate
CHEMBL2355051,1,12400.0,12400.0,12400.0,4.906578314837765,weak_or_moderate
CHEMBL3210870,1,12400.0,12400.0,12400.0,4.906578314837765,weak_or_moderate
CHEMBL1380913,1,12500.0,12500.0,12500.0,4.903089986991944,weak_or_moderate
CHEMBL1539236,1,12500.0,12500.0,12500.0,4.903089986991944,weak_or_moderate
CHEMBL1596226,1,12500.0,12500.0,12500.0,4.903089986991944,weak_or_moderate
CHEMBL1794278,1,12500.0,12500.0,12500.0,4.903089986991944,weak_or_moderate
CHEMBL1256974,1,12600.0,12600.0,12600.0,4.8996294548824375,weak_or_moderate
CHEMBL1405490,1,12600.0,12600.0,12600.0,4.8996294548824375,weak_or_moderate
CHEMBL1466804,1,12600.0,12600.0,12600.0,4.8996294548824375,weak_or_moderate
CHEMBL1309737,1,12700.0,12700.0,12700.0,4.896196279044043,weak_or_moderate
CHEMBL1347560,1,12700.0,12700.0,12700.0,4.896196279044043,weak_or_moderate
CHEMBL1430331,1,12700.0,12700.0,12700.0,4.896196279044043,weak_or_moderate
CHEMBL1463755,1,12700.0,12700.0,12700.0,4.896196279044043,weak_or_moderate
CHEMBL1502297,1,12700.0,12700.0,12700.0,4.896196279044043,weak_or_moderate
CHEMBL1533463,1,12700.0,12700.0,12700.0,4.896196279044043,weak_or_moderate
CHEMBL1337235,1,12800.0,12800.0,12800.0,4.892790030352131,weak_or_moderate
CHEMBL1431126,1,12800.0,12800.0,12800.0,4.892790030352131,weak_or_moderate
CHEMBL1606280,1,12800.0,12800.0,12800.0,4.892790030352131,weak_or_moderate
CHEMBL1346302,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1359240,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1507534,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1520701,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1540053,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1558070,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1984648,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL3145170,1,12900.0,12900.0,12900.0,4.889410289700751,weak_or_moderate
CHEMBL1334307,1,13000.0,13000.0,13000.0,4.886056647693163,weak_or_moderate
CHEMBL1458858,1,13000.0,13000.0,13000.0,4.886056647693163,weak_or_moderate
CHEMBL1495170,1,13000.0,13000.0,13000.0,4.886056647693163,weak_or_moderate
CHEMBL1528923,1,13000.0,13000.0,13000.0,4.886056647693163,weak_or_moderate
CHEMBL1539943,1,13000.0,13000.0,13000.0,4.886056647693163,weak_or_moderate
CHEMBL1794153,1,13000.0,13000.0,13000.0,4.886056647693163,weak_or_moderate
CHEMBL1309059,1,13100.0,13100.0,13100.0,4.882728704344236,weak_or_moderate
CHEMBL1343101,1,13100.0,13100.0,13100.0,4.882728704344236,weak_or_moderate
CHEMBL1364004,1,13100.0,13100.0,13100.0,4.882728704344236,weak_or_moderate
CHEMBL1299269,1,13200.0,13200.0,13200.0,4.87942606879415,weak_or_moderate
CHEMBL1339956,1,13200.0,13200.0,13200.0,4.87942606879415,weak_or_moderate
CHEMBL1375045,1,13200.0,13200.0,13200.0,4.87942606879415,weak_or_moderate
CHEMBL1454770,1,13200.0,13200.0,13200.0,4.87942606879415,weak_or_moderate
CHEMBL1390923,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1427221,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1429018,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1431612,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1437741,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1445135,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1466363,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1486359,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1499220,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL1522503,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL30095,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL602990,1,13300.0,13300.0,13300.0,4.876148359032914,weak_or_moderate
CHEMBL3214024,1,13400.0,13400.0,13400.0,4.872895201635193,weak_or_moderate
CHEMBL1437516,1,13500.0,13500.0,13500.0,4.8696662315049934,weak_or_moderate
CHEMBL1505548,1,13500.0,13500.0,13500.0,4.8696662315049934,weak_or_moderate
CHEMBL1589625,1,13500.0,13500.0,13500.0,4.8696662315049934,weak_or_moderate
CHEMBL3190263,1,13500.0,13500.0,13500.0,4.8696662315049934,weak_or_moderate
CHEMBL333767,1,13500.0,13500.0,13500.0,4.8696662315049934,weak_or_moderate
CHEMBL1525669,1,13600.0,13600.0,13600.0,4.866461091629782,weak_or_moderate
CHEMBL3189264,1,13600.0,13600.0,13600.0,4.866461091629782,weak_or_moderate
CHEMBL1406895,1,13700.0,13700.0,13700.0,4.863279432843593,weak_or_moderate
CHEMBL1456115,1,13700.0,13700.0,13700.0,4.863279432843593,weak_or_moderate
CHEMBL1467422,1,13700.0,13700.0,13700.0,4.863279432843593,weak_or_moderate
CHEMBL1717678,1,13700.0,13700.0,13700.0,4.863279432843593,weak_or_moderate
CHEMBL1332910,1,13800.0,13800.0,13800.0,4.860120913598763,weak_or_moderate
CHEMBL1364083,1,13800.0,13800.0,13800.0,4.860120913598763,weak_or_moderate
CHEMBL1499010,1,13800.0,13800.0,13800.0,4.860120913598763,weak_or_moderate
CHEMBL1608044,1,13800.0,13800.0,13800.0,4.860120913598763,weak_or_moderate
CHEMBL1424829,1,13900.0,13900.0,13900.0,4.856985199745905,weak_or_moderate
CHEMBL1469868,1,13900.0,13900.0,13900.0,4.856985199745905,weak_or_moderate
CHEMBL1568043,1,13900.0,13900.0,13900.0,4.856985199745905,weak_or_moderate
CHEMBL1330951,1,14000.0,14000.0,14000.0,4.853871964321762,weak_or_moderate
CHEMBL1348529,1,14000.0,14000.0,14000.0,4.853871964321762,weak_or_moderate
CHEMBL1454269,1,14000.0,14000.0,14000.0,4.853871964321762,weak_or_moderate
CHEMBL3145102,1,14000.0,14000.0,14000.0,4.853871964321762,weak_or_moderate
CHEMBL3190976,1,14000.0,14000.0,14000.0,4.853871964321762,weak_or_moderate
CHEMBL1388084,1,14100.0,14100.0,14100.0,4.85078088734462,weak_or_moderate
CHEMBL1483657,1,14100.0,14100.0,14100.0,4.85078088734462,weak_or_moderate
CHEMBL1587432,1,14100.0,14100.0,14100.0,4.85078088734462,weak_or_moderate
CHEMBL1372030,1,14200.0,14200.0,14200.0,4.847711655616943,weak_or_moderate
CHEMBL1378222,1,14200.0,14200.0,14200.0,4.847711655616943,weak_or_moderate
CHEMBL1437683,1,14200.0,14200.0,14200.0,4.847711655616943,weak_or_moderate
CHEMBL390559,1,14200.0,14200.0,14200.0,4.847711655616943,weak_or_moderate
CHEMBL1376516,1,14300.0,14300.0,14300.0,4.844663962534939,weak_or_moderate
CHEMBL1586425,1,14300.0,14300.0,14300.0,4.844663962534939,weak_or_moderate
CHEMBL1444373,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL1454910,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL1483809,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL1535665,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL1709281,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL3189879,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL3193366,1,14400.0,14400.0,14400.0,4.841637507904751,weak_or_moderate
CHEMBL1375966,1,14500.0,14500.0,14500.0,4.838631997765025,weak_or_moderate
CHEMBL1400469,1,14500.0,14500.0,14500.0,4.838631997765025,weak_or_moderate
CHEMBL1483112,1,14500.0,14500.0,14500.0,4.838631997765025,weak_or_moderate
CHEMBL1580129,1,14500.0,14500.0,14500.0,4.838631997765025,weak_or_moderate
CHEMBL1709150,1,14500.0,14500.0,14500.0,4.838631997765025,weak_or_moderate
CHEMBL3198685,1,14500.0,14500.0,14500.0,4.838631997765025,weak_or_moderate
CHEMBL1345722,1,14600.0,14600.0,14600.0,4.835647144215563,weak_or_moderate
CHEMBL1969760,1,14600.0,14600.0,14600.0,4.835647144215563,weak_or_moderate
CHEMBL1600855,1,14700.0,14700.0,14700.0,4.8326826652518236,weak_or_moderate
CHEMBL3199015,1,14700.0,14700.0,14700.0,4.8326826652518236,weak_or_moderate
CHEMBL1428683,1,14800.0,14800.0,14800.0,4.8297382846050425,weak_or_moderate
CHEMBL1588306,1,14800.0,14800.0,14800.0,4.8297382846050425,weak_or_moderate
CHEMBL1367745,1,15000.0,15000.0,15000.0,4.823908740944319,weak_or_moderate
CHEMBL1969046,1,15000.0,15000.0,15000.0,4.823908740944319,weak_or_moderate
CHEMBL3194842,1,15000.0,15000.0,15000.0,4.823908740944319,weak_or_moderate
CHEMBL1310967,1,15100.0,15100.0,15100.0,4.82102305270683,weak_or_moderate
CHEMBL1320429,1,15100.0,15100.0,15100.0,4.82102305270683,weak_or_moderate
CHEMBL1327390,1,15100.0,15100.0,15100.0,4.82102305270683,weak_or_moderate
CHEMBL1499567,1,15100.0,15100.0,15100.0,4.82102305270683,weak_or_moderate
CHEMBL1519280,1,15100.0,15100.0,15100.0,4.82102305270683,weak_or_moderate
CHEMBL3191989,1,15100.0,15100.0,15100.0,4.82102305270683,weak_or_moderate
CHEMBL1077990,1,15200.0,15200.0,15200.0,4.818156412055227,weak_or_moderate
CHEMBL1377610,1,15200.0,15200.0,15200.0,4.818156412055227,weak_or_moderate
CHEMBL1443497,1,15200.0,15200.0,15200.0,4.818156412055227,weak_or_moderate
CHEMBL1465186,1,15200.0,15200.0,15200.0,4.818156412055227,weak_or_moderate
CHEMBL1532323,1,15200.0,15200.0,15200.0,4.818156412055227,weak_or_moderate
CHEMBL1360539,1,15300.0,15300.0,15300.0,4.815308569182402,weak_or_moderate
CHEMBL1415423,1,15300.0,15300.0,15300.0,4.815308569182402,weak_or_moderate
CHEMBL1432432,1,15300.0,15300.0,15300.0,4.815308569182402,weak_or_moderate
CHEMBL1527616,1,15300.0,15300.0,15300.0,4.815308569182402,weak_or_moderate
CHEMBL1382518,1,15400.0,15400.0,15400.0,4.812479279163537,weak_or_moderate
CHEMBL1529781,1,15400.0,15400.0,15400.0,4.812479279163537,weak_or_moderate
CHEMBL1578056,1,15400.0,15400.0,15400.0,4.812479279163537,weak_or_moderate
CHEMBL1352439,1,15500.0,15500.0,15500.0,4.809668301829708,weak_or_moderate
CHEMBL1794130,1,15500.0,15500.0,15500.0,4.809668301829708,weak_or_moderate
CHEMBL505618,1,15500.0,15500.0,15500.0,4.809668301829708,weak_or_moderate
CHEMBL1480243,1,15600.0,15600.0,15600.0,4.806875401645539,weak_or_moderate
CHEMBL1520615,1,15600.0,15600.0,15600.0,4.806875401645539,weak_or_moderate
CHEMBL1361173,1,15700.0,15700.0,15700.0,4.804100347590766,weak_or_moderate
CHEMBL1365552,1,15700.0,15700.0,15700.0,4.804100347590766,weak_or_moderate
CHEMBL1484933,1,15700.0,15700.0,15700.0,4.804100347590766,weak_or_moderate
CHEMBL1485945,1,15800.0,15800.0,15800.0,4.801342913045577,weak_or_moderate
CHEMBL1376540,1,15900.0,15900.0,15900.0,4.798602875679548,weak_or_moderate
CHEMBL1391921,1,16000.0,16000.0,16000.0,4.795880017344075,weak_or_moderate
CHEMBL1413839,1,16000.0,16000.0,16000.0,4.795880017344075,weak_or_moderate
CHEMBL1600541,1,16000.0,16000.0,16000.0,4.795880017344075,weak_or_moderate
CHEMBL1995641,1,16100.0,16100.0,16100.0,4.79317412396815,weak_or_moderate
CHEMBL465226,1,16100.0,16100.0,16100.0,4.79317412396815,weak_or_moderate
CHEMBL1468055,1,16200.0,16200.0,16200.0,4.790484985457369,weak_or_moderate
CHEMBL1557816,1,16200.0,16200.0,16200.0,4.790484985457369,weak_or_moderate
CHEMBL1590615,1,16200.0,16200.0,16200.0,4.790484985457369,weak_or_moderate
CHEMBL3191597,1,16200.0,16200.0,16200.0,4.790484985457369,weak_or_moderate
CHEMBL1551808,1,16300.0,16300.0,16300.0,4.787812395596042,weak_or_moderate
CHEMBL1326933,1,16400.0,16400.0,16400.0,4.785156151952302,weak_or_moderate
CHEMBL1330054,1,16400.0,16400.0,16400.0,4.785156151952302,weak_or_moderate
CHEMBL1501990,1,16400.0,16400.0,16400.0,4.785156151952302,weak_or_moderate
CHEMBL1308358,1,16500.0,16500.0,16500.0,4.782516055786093,weak_or_moderate
CHEMBL1387436,1,16500.0,16500.0,16500.0,4.782516055786093,weak_or_moderate
CHEMBL1500823,1,16500.0,16500.0,16500.0,4.782516055786093,weak_or_moderate
CHEMBL3214593,1,16600.0,16600.0,16600.0,4.779891911959945,weak_or_moderate
CHEMBL1332532,1,16700.0,16700.0,16700.0,4.777283528852417,weak_or_moderate
CHEMBL1545902,1,16700.0,16700.0,16700.0,4.777283528852417,weak_or_moderate
CHEMBL3208288,1,16700.0,16700.0,16700.0,4.777283528852417,weak_or_moderate
CHEMBL1392225,1,16800.0,16800.0,16800.0,4.774690718274137,weak_or_moderate
CHEMBL1404013,1,16800.0,16800.0,16800.0,4.774690718274137,weak_or_moderate
CHEMBL1453636,1,16800.0,16800.0,16800.0,4.774690718274137,weak_or_moderate
CHEMBL1545792,1,16800.0,16800.0,16800.0,4.774690718274137,weak_or_moderate
CHEMBL1420857,1,16900.0,16900.0,16900.0,4.772113295386326,weak_or_moderate
CHEMBL3145051,1,16900.0,16900.0,16900.0,4.772113295386326,weak_or_moderate
CHEMBL533226,1,16900.0,16900.0,16900.0,4.772113295386326,weak_or_moderate
CHEMBL1387900,1,17000.0,17000.0,17000.0,4.769551078621726,weak_or_moderate
CHEMBL1555752,1,17000.0,17000.0,17000.0,4.769551078621726,weak_or_moderate
CHEMBL1568333,1,17100.0,17100.0,17100.0,4.767003889607846,weak_or_moderate
CHEMBL1451336,1,17200.0,17200.0,17200.0,4.764471553092451,weak_or_moderate
CHEMBL1583807,1,17200.0,17200.0,17200.0,4.764471553092451,weak_or_moderate
CHEMBL1605939,1,17200.0,17200.0,17200.0,4.764471553092451,weak_or_moderate
CHEMBL1377533,1,17300.0,17300.0,17300.0,4.761953896871205,weak_or_moderate
CHEMBL1390013,1,17300.0,17300.0,17300.0,4.761953896871205,weak_or_moderate
CHEMBL1458840,1,17300.0,17300.0,17300.0,4.761953896871205,weak_or_moderate
CHEMBL1469590,1,17400.0,17400.0,17400.0,4.7594507517174005,weak_or_moderate
CHEMBL1301722,1,17500.0,17500.0,17500.0,4.756961951313706,weak_or_moderate
CHEMBL1392911,1,17500.0,17500.0,17500.0,4.756961951313706,weak_or_moderate
CHEMBL3145304,1,17500.0,17500.0,17500.0,4.756961951313706,weak_or_moderate
CHEMBL1352082,1,17600.0,17600.0,17600.0,4.7544873321858505,weak_or_moderate
CHEMBL1441329,1,17600.0,17600.0,17600.0,4.7544873321858505,weak_or_moderate
CHEMBL1985131,1,17600.0,17600.0,17600.0,4.7544873321858505,weak_or_moderate
CHEMBL1300420,1,17700.0,17700.0,17700.0,4.752026733638194,weak_or_moderate
CHEMBL1343352,1,17700.0,17700.0,17700.0,4.752026733638194,weak_or_moderate
CHEMBL1372597,1,17700.0,17700.0,17700.0,4.752026733638194,weak_or_moderate
CHEMBL1399145,1,17700.0,17700.0,17700.0,4.752026733638194,weak_or_moderate
CHEMBL1478145,1,17700.0,17700.0,17700.0,4.752026733638194,weak_or_moderate
CHEMBL1496555,1,17700.0,17700.0,17700.0,4.752026733638194,weak_or_moderate
CHEMBL1571290,1,17800.0,17800.0,17800.0,4.749579997691106,weak_or_moderate
CHEMBL3210913,1,17800.0,17800.0,17800.0,4.749579997691106,weak_or_moderate
CHEMBL1380020,1,18000.0,18000.0,18000.0,4.7447274948966935,weak_or_moderate
CHEMBL1400164,1,18000.0,18000.0,18000.0,4.7447274948966935,weak_or_moderate
CHEMBL1427272,1,18000.0,18000.0,18000.0,4.7447274948966935,weak_or_moderate
CHEMBL3190117,1,18100.0,18100.0,18100.0,4.7423214251308154,weak_or_moderate
CHEMBL1576824,1,18200.0,18200.0,18200.0,4.739928612014925,weak_or_moderate
CHEMBL1735634,1,18200.0,18200.0,18200.0,4.739928612014925,weak_or_moderate
CHEMBL1418676,1,18300.0,18300.0,18300.0,4.73754891026957,weak_or_moderate
CHEMBL1311688,1,18400.0,18400.0,18400.0,4.735182176990463,weak_or_moderate
CHEMBL1322046,1,18400.0,18400.0,18400.0,4.735182176990463,weak_or_moderate
CHEMBL1453114,1,18400.0,18400.0,18400.0,4.735182176990463,weak_or_moderate
CHEMBL1508402,1,18400.0,18400.0,18400.0,4.735182176990463,weak_or_moderate
CHEMBL1568257,1,18500.0,18500.0,18500.0,4.732828271596986,weak_or_moderate
CHEMBL1576520,1,18500.0,18500.0,18500.0,4.732828271596986,weak_or_moderate
CHEMBL1305372,1,18600.0,18600.0,18600.0,4.730487055782084,weak_or_moderate
CHEMBL1329532,1,18600.0,18600.0,18600.0,4.730487055782084,weak_or_moderate
